"   ","PRODUCT_NAME","TRAD_NAME","ID","SMALL_GENERIC_ID","CHILD_USE_LEVEL","CHILD_AGE_UNIT","CHILD_AGE","PREGNANT_FLAG","PREGNANT_USE_LEVEL","AGED_LIVER_KIDNEY","AGED_USE_LEVEL","COMMENTS"
"4553","注射用萘夫西林钠","欣轻三","DR3067","DS2207","1","D","28","2","1","","",""
"4554","注射用萘夫西林钠","欣轻三","DR3067","DS2207","1","D","28","1","1","","",""
"4555","八珍丸","八珍丸","DR975","DS1908","","","","","","","",""
"4556","元七骨痛酊","元七骨痛酊","DR2020","DS1811","","","","1","1","","",""
"4557","冠心苏合软胶囊","冠心苏合软胶囊","DR3468","DS1543","","","","1","2","","",""
"4558","晕痛定胶囊","晕痛定胶囊","DR266","DS474","","","","","","","",""
"4559","冠心丹参胶囊","冠心丹参胶囊","DR2940","DS126","","","","","","","",""
"4560","百咳静糖浆","百咳静糖浆","DR3387","DS1909","","","","1","2","","",""
"4561","碳酸钙维D泡腾片","盖唯达","DR306","DS1186","","","","","","肾功能不全","1",""
"4562","碳酸钙二甲硅油咀嚼片","味禾","DR1481","DS1187","","","","","","","",""
"4563","东方活血膏","东方活血膏","DR3611","DS3088","","","","2","1","","",""
"4564","东方活血膏","东方活血膏","DR3611","DS3088","","","","1","2","","",""
"4565","盐酸哌替啶注射液","盐酸哌替啶注射液","DR3779","DS3006","","","","","","","1",""
"4566","热感清喷雾剂","热感清喷雾剂","DR3784","DS3008","","","","","","","",""
"4567","疏风散热胶囊","疏风散热胶囊","DR3785","DS3009","","","","","","","",""
"4568","盐酸洛贝林注射液","盐酸洛贝林注射液","DR3848","DS3130","","","","","","","",""
"4569","碳酸利多卡因注射液","碳酸利多卡因注射液","DR3853","DS11843","1","Y","14","2","1","","1",""
"4570","碳酸利多卡因注射液","碳酸利多卡因注射液","DR3853","DS11843","1","Y","14","1","1","","1",""
"4571","金青感冒颗粒","金青感冒颗粒","DR3935","DS3189","","","","","","","",""
"4572","金叶败毒颗粒","金叶败毒颗粒","DR3940","DS3194","","","","","","","",""
"4573","健脾增力丸","健脾增力丸","DR3954","DS3209","","","","2","1","","",""
"4574","健脾增力丸","健脾增力丸","DR3954","DS3209","","","","1","2","","",""
"4575","绞股蓝总苷滴丸","绞股蓝总苷滴丸","DR3964","DS3219","","","","","","","",""
"4576","红霉素肠溶胶囊","美红","DR3969","DS1841","","","","1","1","","",""
"4577","红霉素肠溶胶囊","美红","DR3969","DS1841","","","","2","1","","",""
"4578","肌苷氯化钠注射液","甘可","DR3982","DS3232","1","Y","14","2","1","","",""
"4579","肌苷氯化钠注射液","甘可","DR3982","DS3232","1","Y","14","1","1","","",""
"4580","夫西地酸乳膏","奥络","DR236","DS2880","","","","2","1","","0",""
"4581","夫西地酸乳膏","奥络","DR236","DS2880","","","","1","1","","0",""
"4582","呋塞米片","","DR2544","DS2298","1","D","28","1","1","","1",""
"4583","呋塞米片","","DR2544","DS2298","1","D","28","2","1","","1",""
"4584","注射用呋塞米","阿西亚","DR2300","DS2298","","","","2","1","","1",""
"4585","注射用呋塞米","阿西亚","DR2300","DS2298","","","","1","1","","1",""
"4586","肤痒颗粒","","DR1083","DS75","","","","2","0","","0",""
"4587","肤痒颗粒","","DR1083","DS75","","","","1","2","","0",""
"4588","伏格列波糖片","","DR276","DS2558","","","","2","1","","1",""
"4589","伏格列波糖片","","DR276","DS2558","","","","1","1","","1",""
"4590","伏格列波糖分散片","","DR3169","DS2558","","","","1","1","","1",""
"4591","伏格列波糖分散片","","DR3169","DS2558","","","","2","1","","1",""
"4592","扶正化瘀胶囊","","DR256","DS997","","","","2","0","","0",""
"4593","扶正化瘀胶囊","","DR256","DS997","","","","1","2","","0",""
"4594","丹红化瘀口服液","丹红化瘀口服液","DR1489","DS998","","","","1","2","","",""
"4595","单唾液酸四己糖神经节苷脂钠注射液","申捷","DR1983","DS2882","","","","2","0","","0",""
"4596","单唾液酸四己糖神经节苷脂钠注射液","申捷","DR1983","DS2882","","","","1","0","","0",""
"4597","注射用曲普瑞林","达必佳","DR2848","DS1765","2","Y","14","2","1","","0",""
"4598","注射用曲普瑞林","达必佳","DR2848","DS1765","2","Y","14","1","2","","0",""
"4599","断血流片","断血流片","DR1933","DS2559","0","Y","","1","0","","0",""
"4600","断血流片","断血流片","DR1933","DS2559","0","Y","","2","0","","0",""
"4601","诺氟沙星葡萄糖注射液","诺氟沙星葡萄糖注射液","DR1073","DS2560","2","Y","18","1","2","","",""
"4602","诺氟沙星葡萄糖注射液","诺氟沙星葡萄糖注射液","DR1073","DS2560","2","Y","18","2","1","","",""
"4603","牛黄蛇胆川贝液","牛黄蛇胆川贝液","DR3374","DS2561","1","Y","","2","0","","",""
"4604","牛黄蛇胆川贝液","牛黄蛇胆川贝液","DR3374","DS2561","1","Y","","1","1","","",""
"4605","注射用盐酸多巴胺","注射用盐酸多巴胺","DR3128","DS130","0","Y","","2","0","","0",""
"4606","注射用盐酸多巴胺","注射用盐酸多巴胺","DR3128","DS130","0","Y","","1","0","","0",""
"4607","多巴丝肼胶囊","多巴丝肼胶囊","DR494","DS2607","1","Y","14","2","2","","0",""
"4608","多巴丝肼胶囊","多巴丝肼胶囊","DR494","DS2607","1","Y","14","1","2","","0",""
"4609","注射用奈达铂","注射用奈达铂","DR3089","DS1766","0","Y","","2","1","","0",""
"4610","注射用奈达铂","注射用奈达铂","DR3089","DS1766","0","Y","","1","2","","0",""
"4611","罗红霉素缓释片","恒特","DR595","DS2222","0","Y","","1","1","","0",""
"4612","罗红霉素缓释片","恒特","DR595","DS2222","0","Y","","2","1","","0",""
"4613","妇科调经片","妇科调经片","DR2231","DS999","","","","2","1","","",""
"4614","妇科调经片","妇科调经片","DR2231","DS999","","","","1","2","","",""
"4615","复方氨基酸注射液(18-B)","绿支安","DR535","DS1767","0","Y","","2","0","","0",""
"4616","复方氨基酸注射液(18-B)","绿支安","DR535","DS1767","0","Y","","1","0","","0",""
"4617","复方丹参片","复方丹参片","DR1318","DS3090","0","Y","","2","0","","0",""
"4618","复方丹参片","复方丹参片","DR1318","DS3090","0","Y","","1","1","","0",""
"4619","金刚藤软胶囊","金刚藤软胶囊","DR1263","DS1498","0","Y","","2","0","","0",""
"4620","金刚藤软胶囊","金刚藤软胶囊","DR1263","DS1498","0","Y","","1","2","","0",""
"4621","复方天仙胶囊","复方天仙胶囊","DR1052","DS1499","0","Y","","2","0","","0",""
"4622","复方天仙胶囊","复方天仙胶囊","DR1052","DS1499","0","Y","","1","2","","0",""
"4623","姜枣祛寒颗粒","姜枣祛寒颗粒","DR977","DS1000","0","Y","","2","0","","0",""
"4624","姜枣祛寒颗粒","姜枣祛寒颗粒","DR977","DS1000","0","Y","","1","0","","0",""
"4625","姜黄消痤搽剂","姜黄消痤搽剂","DR1325","DS2562","0","Y","","2","0","","",""
"4626","姜黄消痤搽剂","姜黄消痤搽剂","DR1325","DS2562","0","Y","","1","0","","",""
"4627","姜黄消痤搽剂","姜黄消痤搽剂","DR1325","DS2562","0","Y","","2","0","","",""
"4628","姜黄消痤搽剂","姜黄消痤搽剂","DR1325","DS2562","0","Y","","1","0","","",""
"4629","回生口服液","回生口服液","DR213","DS2563","0","Y","","2","0","","0",""
"4630","回生口服液","回生口服液","DR213","DS2563","0","Y","","1","2","","0",""
"4631","护肝片","护肝片","DR237","DS77","0","Y","","2","0","","0",""
"4632","护肝片","护肝片","DR237","DS77","0","Y","","1","0","","0",""
"4633","骨愈灵胶囊","骨愈灵胶囊","DR2148","DS2564","0","Y","","2","0","","0",""
"4634","骨愈灵胶囊","骨愈灵胶囊","DR2148","DS2564","0","Y","","1","2","","0",""
"4635","归脾合剂","归脾合剂","DR3108","DS1768","0","Y","","2","0","","0",""
"4636","归脾合剂","归脾合剂","DR3108","DS1768","0","Y","","1","0","","0",""
"4637","滋心阴口服液","滋心阴口服液","DR2320","DS3093","0","Y","","2","0","","0",""
"4638","滋心阴口服液","滋心阴口服液","DR2320","DS3093","0","Y","","1","0","","0",""
"4639","注射用黄芪多糖","注射用黄芪多糖","DR798","DS1136","0","Y","","2","0","","0",""
"4640","注射用黄芪多糖","注射用黄芪多糖","DR798","DS1136","0","Y","","1","2","","0",""
"4641","羟基脲片","羟基脲片","DR1487","DS1137","","","","2","2","","",""
"4642","羟基脲片","羟基脲片","DR1487","DS1137","","","","1","2","","",""
"4643","重组人白介素-2注射液","新德路生","DR2539","DS120","","","","1","1","","0",""
"4644","重组人白介素-2注射液","新德路生","DR2539","DS120","","","","2","0","","0",""
"4645","盐酸羟甲唑啉滴鼻液","盐酸羟甲唑啉滴鼻液","DR632","DS2791","2","Y","2","1","2","","",""
"4646","复方四嗪利血平片","复方四嗪利血平片","DR3282","DS1500","0","Y","","2","2","","0",""
"4647","复方四嗪利血平片","复方四嗪利血平片","DR3282","DS1500","0","Y","","1","2","","0",""
"4648","利咽灵片","利咽灵片","DR872","DS3094","0","Y","","2","0","","0",""
"4649","利咽灵片","利咽灵片","DR872","DS3094","0","Y","","1","2","","0",""
"4650","解毒利咽丸","解毒利咽丸","DR2735","DS1002","0","Y","","","","","",""
"4651","磷酸苯丙哌林颗粒","","DR84845","DS187","","","","","","","",""
"4652","磷酸可待因糖浆","可非","DR84867","DS88","2","Y","12","2","2","","",""
"4653","磷酸可待因糖浆","可非","DR84867","DS88","2","Y","12","1","1","","",""
"4654","磷酸可待因注射液","","DR84868","DS88","2","Y","12","2","2","","",""
"4655","磷酸氯喹注射液","","DR84872","DS1503","","","","1","2","","",""
"4656","磷酸氯喹注射液","","DR84872","DS1503","","","","2","2","","",""
"4657","磷酸钠盐灌肠液","","DR84873","DS21819","2","Y","2","","","","",""
"4658","磷酸钠盐灌肠液","","DR84873","DS21819","1","Y","12","","","","",""
"4659","磷酸钠盐口服溶液","","DR84874","DS21819","1","Y","18","","","","",""
"4660","磷酸哌嗪片","","DR84878","DS21822","","","","","","","",""
"4661","膦甲酸钠葡萄糖注射液","","DR84885","DS21830","","","","","","","",""
"4662","羚黄氨咖敏片","","DR84889","DS21833","","","","","","","",""
"4663","硫化钠薄荷脑溶液","","DR84891","DS21835","","","","","","","",""
"4664","硫鸟嘌呤片","","DR84893","DS21842","","","","1","1","","",""
"4665","硫鸟嘌呤片","","DR84893","DS21842","","","","2","1","","",""
"4666","硫普罗宁肠溶片","","DR84895","DS491","","","","","","","",""
"4667","硫酸巴龙霉素片","258445","DR84913","DS20149","","","","","","","",""
"4668","硫酸钡(Ⅰ型)混悬液(70%)","","DR84916","DS23517","","","","1","2","","",""
"4669","硫酸丁胺卡那霉素注射液","","DR84919","DS20422","","","","1","1","","",""
"4670","硫酸丁胺卡那霉素注射液","","DR84919","DS20422","","","","2","1","","",""
"4671","硫酸胍乙啶片","","DR84920","DS21319","","","","","","","",""
"4672","硫酸卡那霉素片","","DR84924","DS21644","","","","","","","",""
"4673","硫酸卡那霉素注射液","","DR84926","DS21644","1","D","28","1","1","","",""
"4674","硫酸卡那霉素注射液","","DR84926","DS21644","1","D","28","2","1","","",""
"4675","硫酸罗通定注射液","硫酸罗通定注射液","DR84931","DS23567","","","","2","1","","",""
"4676","硫酸罗通定注射液","硫酸罗通定注射液","DR84931","DS23567","","","","1","1","","",""
"4677","硫酸铝钾鞣酸注射液","","DR84932","DS21791","","","","","","","",""
"4678","硫酸吗啡片","","DR84935","DS23489","1","Y","3","2","2","","1",""
"4679","硫酸吗啡片","","DR84935","DS23489","1","Y","3","1","2","","1",""
"4680","硫酸吗啡片","","DR84935","DS23489","2","D","28","2","2","","1",""
"4681","硫酸吗啡片","","DR84935","DS23489","2","D","28","1","2","","1",""
"4682","硫酸吗啡栓","","DR84936","DS23489","1","Y","3","","","","",""
"4683","硫酸吗啡注射液","","DR84937","DS23489","1","Y","3","","","","",""
"4684","硫酸软骨素滴眼液","","DR84962","DS22298","","","","","","","",""
"4685","硫酸软骨素胶囊","","DR84963","DS22298","","","","","","","",""
"4686","硫酸沙丁胺醇粉雾剂","","DR84966","DS23520","","","","1","1","","1",""
"4687","硫酸沙丁胺醇粉雾剂","","DR84966","DS23520","","","","2","1","","1",""
"4688","硫酸沙丁胺醇片","","DR84972","DS23520","","","","2","1","","1",""
"4689","硫酸沙丁胺醇片","","DR84972","DS23520","","","","1","1","","1",""
"4690","硫酸沙丁胺醇雾化吸入溶液","达芬科闯","DR84974","DS23520","","","","2","1","","",""
"4691","硫酸沙丁胺醇雾化吸入溶液","达芬科闯","DR84974","DS23520","","","","1","1","","",""
"4692","硫酸特布他林胶囊","","DR84977","DS2285","","","","","","","",""
"4693","硫酸特布他林气雾剂","","DR84982","DS2285","","","","","","","",""
"4694","硫酸特布他林注射液","苏顺","DR84984","DS2285","1","Y","12","1","1","","1",""
"4695","硫酸特布他林注射液","苏顺","DR84984","DS2285","1","Y","12","2","1","","1",""
"4696","硫酸妥布霉素氯化钠注射液","","DR84985","DS23538","","","","1","2","","",""
"4697","硫酸妥布霉素氯化钠注射液","","DR84985","DS23538","","","","2","1","","",""
"4698","硫酸小诺霉素口服溶液","美罗克","DR84990","DS23553","1","Y","3","","","","1",""
"4699","硫酸小诺霉素片","美罗克","DR84992","DS23553","1","D","28","1","1","","",""
"4700","硫酸小诺霉素片","美罗克","DR84992","DS23553","1","D","28","2","1","","",""
"4701","硫酸锌颗粒","","DR84994","DS2891","","","","","","","",""
"4702","硫酸锌口服溶液","","DR84995","DS2891","","","","","","","",""
"4703","硫酸锌尿囊素滴眼液","","DR84996","DS22299","","","","2","1","","",""
"4704","硫酸锌尿囊素滴眼液","","DR84996","DS22299","","","","1","1","","",""
"4705","硫酸新霉素滴眼液","","DR84999","DS20472","","","","","","","",""
"4706","硫酸新霉素片","","DR85000","DS20472","","","","","","","",""
"4707","硫酸新霉素软膏","","DR85001","DS20472","","","","","","","",""
"4708","硫酸亚铁片","","DR85004","DS21846","","","","","","","",""
"4709","硫酸延胡索乙素片","","DR85006","DS23552","","","","1","1","","",""
"4710","硫酸延胡索乙素片","","DR85006","DS23552","","","","2","1","","",""
"4711","硫糖铝咀嚼片","","DR85018","DS115","","","","1","1","","",""
"4712","硫糖铝咀嚼片","","DR85018","DS115","","","","2","1","","",""
"4713","硫糖铝颗粒","","DR85019","DS115","","","","1","1","","",""
"4714","硫糖铝颗粒","","DR85019","DS115","","","","2","1","","",""
"4715","硫辛酸胶囊","","DR85023","DS708","","","","1","1","","",""
"4716","硫辛酸胶囊","","DR85023","DS708","","","","2","1","","",""
"4717","硫辛酸片","","DR85024","DS708","","","","","","","",""
"4718","柳氮磺吡啶栓","","DR85031","DS21844","2","Y","2","1","2","","1",""
"4719","柳氮磺吡啶栓","","DR85031","DS21844","2","Y","2","2","2","","1",""
"4720","复方三维亚铁口服溶液","","DR86330","DS20982","","","","","","","",""
"4721","复方三维亚油酸胶丸","","DR86331","DS20984","","","","","","","",""
"4722","复方三维右旋泛酸钙糖浆","","DR86334","DS20526","","","","","","","",""
"4723","复方三氧化二砷糊剂","","DR86335","DS20991","","","","","","","",""
"4724","复方石菖蒲碱式碳酸铋片","","DR86341","DS21002","","","","","","","",""
"4725","复方双肼屈嗪片","复方双肼屈嗪片","DR86345","DS21005","","","","","","","",""
"4726","复方双炔失碳酯肠溶片","复方双炔失碳酯肠溶片","DR86350","DS21009","","","","","","","",""
"4727","复方四维女贞子胶囊","","DR86367","DS21030","","","","","","","",""
"4728","复方松醇那敏片","","DR86368","DS21031","","","","","","","",""
"4729","复方天麻蜜环糖肽片","复方天麻蜜环糖肽片","DR86375","DS21034","","","","","","","",""
"4730","复方酮康唑软膏","","DR86379","DS3091","","","","","","","",""
"4731","复方妥英麻黄茶碱片","","DR86387","DS21036","1","Y","14","1","2","","",""
"4732","复方妥英麻黄茶碱片","","DR86387","DS21036","1","Y","14","2","1","","",""
"4733","复方维A酸凝胶","芙晴","DR86389","DS21038","","","","","","","",""
"4734","复方维U颠茄铋铝片","","DR86390","DS21039","","","","1","2","","",""
"4735","复方维生素B2片","复方维生素B2片","DR86395","DS21042","","","","","","","",""
"4736","复方维生素C钠咀嚼片","","DR86396","DS21047","","","","","","","",""
"4737","复方维生素U胶囊","","DR86397","DS21045","","","","1","1","","",""
"4738","复方维生素注射液(4)","","DR86398","DS21040","","","","","","","",""
"4739","复方胃蛋白酶散","","DR86401","DS21048","","","","","","","",""
"4740","复方戊酸雌二醇片","逸维仙","DR86407","DS21055","2","Y","14","2","2","","",""
"4741","复方戊酸雌二醇片","逸维仙","DR86407","DS21055","2","Y","14","1","2","","",""
"4742","复方西咪替丁胶囊","","DR86409","DS21058","1","Y","14","1","2","","1",""
"4743","复方西咪替丁胶囊","","DR86409","DS21058","1","Y","14","2","2","","1",""
"4744","复方喜树碱贴片","","DR86410","DS21060","","","","","","","",""
"4745","复方消化酶胶囊(Ⅱ)","","DR86412","DS21061","","","","","","","",""
"4746","复方硝酸戊四醇酯片","","DR86414","DS21068","","","","","","","",""
"4747","复方锌铁钙颗粒","","DR86433","DS21070","","","","","","","",""
"4748","复方亚油酸钙片","","DR86442","DS21074","","","","","","","",""
"4749","复方延胡索氢氧化铝片","","DR86444","DS21077","","","","","","","",""
"4750","复方岩白菜素片","","DR86445","DS17546","","","","","","","",""
"4751","复方盐酸克仑特罗胶丸","","DR86450","DS21080","","","","","","","",""
"4752","复方盐酸赖氨酸片","","DR86452","DS21081","","","","","","","",""
"4753","复方盐酸伪麻黄碱缓释颗粒","","DR86462","DS2004","","","","","","","",""
"4754","单硝酸异山梨酯葡萄糖注射液","单硝酸异山梨酯葡萄糖注射液","DR86421","DS20327","","","","2","1","","",""
"4755","单硝酸异山梨酯葡萄糖注射液","单硝酸异山梨酯葡萄糖注射液","DR86421","DS20327","","","","1","1","","",""
"4756","白药散","","DR86428","DS16153","","","","1","2","","",""
"4757","复方叶酸注射液","","DR86466","DS21099","","","","","","","",""
"4758","复方依那普利片","","DR86467","DS21100","","","","","","","",""
"4759","复方胰酶片","","DR86468","DS21101","","","","","","","",""
"4760","复方胰酶散","复方胰酶散","DR86469","DS21101","","","","","","","",""
"4761","复方异丙托溴铵气雾剂","可必特","DR86472","DS3622","","","","1","1","","",""
"4762","复方异丙托溴铵气雾剂","可必特","DR86472","DS3622","","","","2","1","","",""
"4763","复方银耳鱼肝油乳","","DR86475","DS21110","1","Y","14","","","","",""
"4764","复方银翘氨酚维C片","","DR86476","DS21113","","","","2","1","","",""
"4765","复方银翘氨酚维C片","","DR86476","DS21113","","","","1","1","","",""
"4766","复方银翘氨敏胶囊","","DR86477","DS21114","","","","","","","",""
"4767","复方吲哚美辛达克罗宁贴膏","","DR86478","DS21118","","","","","","","",""
"4768","复方吲哚美辛酊","","DR86479","DS21116","","","","","","","",""
"4769","复方愈创蓝油烃软膏","","DR86485","DS21129","","","","","","","",""
"4770","复方愈创木酚磺酸钾口服液","","DR86487","DS1818","2","Y","1","","","","",""
"4771","复方氨苯蝶啶胶囊","","DR87244","DS20631","","","","","","","",""
"4772","复方氨茶碱暴马子胶囊","","DR87245","DS20633","","","","2","2","","",""
"4773","复方氨茶碱暴马子胶囊","","DR87245","DS20633","","","","1","2","","",""
"4774","复方氨茶碱片","","DR87246","DS20632","","","","2","1","","",""
"4775","复方氨茶碱片","","DR87246","DS20632","","","","1","1","","",""
"4776","复方氨酚那敏胶囊","","DR87252","DS20638","","","","2","2","","",""
"4777","复方氨酚那敏胶囊","","DR87252","DS20638","","","","1","2","","",""
"4778","复方氨酚那敏颗粒","","DR87253","DS20638","","","","","","","",""
"4779","复方氨酚葡锌片","","DR87254","DS20639","","","","2","1","","",""
"4780","复方氨酚葡锌片","","DR87254","DS20639","","","","1","1","","",""
"4781","复方氨酚烷胺分散片","","DR87256","DS2299","","","","","","","",""
"4782","复方氨酚烷胺颗粒","","DR87258","DS2299","","","","","","","",""
"4783","复方氨基酸(15)双肽(2)注射液","","DR87265","DS20646","","","","","","","",""
"4784","复方氨基酸(8)维生素(11)胶囊","","DR87266","DS20663","","","","","","","",""
"4785","复方氨基酸胶囊(8-11)","","DR87268","DS20664","","","","","","","",""
"4786","复方氨基酸口服溶液(14AA)","","DR87271","DS20645","","","","","","","",""
"4787","复方氨基酸注射液(15-HBC)","","DR87276","DS20647","","","","","","","",""
"4788","复方氨基酸注射液(17AA)","","DR87277","DS20649","","","","","","","",""
"4789","复方氨基酸注射液(17AA-Ⅰ)","","DR87278","DS20650","","","","","","","",""
"4790","复方氨基酸注射液(18AA-Ⅲ)","","DR87283","DS20653","","","","","","","",""
"4791","复方氨基酸注射液(18AA-Ⅴ)","复方氨基酸注射液(18AA-Ⅴ)","DR87285","DS20655","","","","","","","",""
"4792","复方氨基酸注射液(18AA-I)","","DR87287","DS20658","","","","","","","",""
"4793","复方氨基酸注射液(6AA)","","DR87292","DS20660","","","","","","","1",""
"4794","复方氨维片","","DR87302","DS20666","","","","2","1","","",""
"4795","复方氨维片","","DR87302","DS20666","","","","1","1","","",""
"4796","复方薄樟桉油溶液","","DR87308","DS20681","","","","","","","",""
"4797","复方贝母氯化铵片","","DR87311","DS20683","","","","2","1","","",""
"4798","复方贝母氯化铵片","","DR87311","DS20683","","","","1","1","","",""
"4799","复方苯巴比妥溴化钠片","","DR87315","DS20684","","","","2","2","","",""
"4800","复方苯巴比妥溴化钠片","","DR87315","DS20684","","","","1","2","","",""
"4801","复方苯海拉明搽剂","","DR87316","DS20685","2","Y","3","1","2","","",""
"4802","复方苯海拉明搽剂","","DR87316","DS20685","2","Y","3","2","2","","",""
"4803","复方吡拉西坦胶囊","","DR87326","DS20690","","","","","","","",""
"4804","复方别嘌醇片","","DR87328","DS20691","","","","","","","",""
"4805","复方丙谷胺胶囊","","DR87329","DS3617","","","","","","","",""
"4806","复方丙谷胺片","","DR87331","DS3617","","","","","","","",""
"4807","复方丙酸氯倍他索软膏","","DR87333","DS20692","1","Y","14","","","","",""
"4808","复方布洛芬片","","DR87336","DS20694","1","Y","3","2","2","","",""
"4809","复方布洛芬片","","DR87336","DS20694","1","Y","3","1","2","","",""
"4810","复方川芎吲哚美辛胶囊","","DR87342","DS20699","","","","","","","",""
"4811","复方雌二醇片","","DR87344","DS20700","1","Y","14","","","","",""
"4812","复方雌二醇贴片","","DR87345","DS20700","","","","","","","",""
"4813","复方次没食子酸铋栓","","DR87346","DS20701","","","","","","","",""
"4814","复方醋酸氯己定喷剂","","DR87352","DS20704","","","","","","","",""
"4815","复方醋酸氯己定栓","","DR87353","DS20704","","","","1","2","","",""
"4816","复方醋酸钠注射液","","DR87355","DS20706","","","","","","","",""
"4817","复方胆氨片","","DR87360","DS20710","","","","","","","",""
"4818","复方蛋氨酸胆碱片","","DR87361","DS20711","","","","","","","",""
"4819","猪脱氧胆酸片","","DR87369","DS19987","","","","","","","",""
"4820","注射用阿莫西林钠","中诺","DR87374","DS19989","","","","1","1","","",""
"4821","注射用阿莫西林钠","中诺","DR87374","DS19989","","","","2","1","","",""
"4822","L-赖氨酸盐酸盐颗粒剂","","DR87380","DS19968","","","","","","","",""
"4823","阿苯达唑咀嚼片","","DR87385","DS525","2","Y","2","2","2","","0",""
"4824","阿苯达唑咀嚼片","","DR87385","DS525","2","Y","2","1","2","","0",""
"4825","阿苯达唑口服乳剂","","DR87387","DS525","2","Y","2","2","2","","0",""
"4826","阿苯达唑口服乳剂","","DR87387","DS525","2","Y","2","1","2","","0",""
"4827","阿苯达唑糖丸","","DR87389","DS525","2","Y","2","","","","",""
"4828","阿比多尔分散片","","DR87390","DS19969","","","","","","","",""
"4829","阿法骨化醇胶囊","","DR87396","DS1603","","","","2","1","","",""
"4830","阿酚咖敏片","","DR87400","DS19974","","","","1","2","","",""
"4831","阿酚咖敏片","","DR87400","DS19974","","","","2","2","","",""
"4832","阿咖酚胶囊","","DR87404","DS21880","","","","2","2","","",""
"4833","阿咖酚胶囊","","DR87404","DS21880","","","","1","2","","",""
"4834","阿咖片","","DR87406","DS19979","1","Y","14","1","1","","",""
"4835","阿咖片","","DR87406","DS19979","1","Y","14","2","1","","",""
"4836","阿咖片","","DR87406","DS19979","1","Y","14","1","1","","",""
"4837","阿咖片","","DR87406","DS19979","1","Y","14","2","1","","",""
"4838","阿仑膦酸钠肠溶片","","DR87413","DS2237","","","","","","","",""
"4839","阿仑膦酸钠维D3片","","DR87415","DS19982","1","Y","14","2","1","","0",""
"4840","阿仑膦酸钠维D3片","","DR87415","DS19982","1","Y","14","1","1","","0",""
"4841","阿米卡星滴眼液","","DR87417","DS2257","","","","","","","",""
"4842","阿莫西林克拉维酸钾(2:1)咀嚼片","","DR87426","DS2259","","","","","","","",""
"4843","阿莫西林克拉维酸钾咀嚼片(14:1)","安奇","DR87439","DS2042","","","","2","1","","",""
"4844","阿莫西林克拉维酸钾咀嚼片(14:1)","安奇","DR87439","DS2042","","","","1","2","","",""
"4845","阿莫西林克拉维酸钾咀嚼片(8∶1)","源瑞","DR87441","DS19988","","","","1","1","","",""
"4846","阿莫西林克拉维酸钾颗粒","益康","DR87442","DS2238","","","","1","2","","0",""
"4847","阿莫西林克拉维酸钾颗粒","益康","DR87442","DS2238","","","","2","1","","0",""
"4848","阿莫西林克拉维酸钾片(4:1)","阿莫西林克拉维酸钾片(4:1)","DR87445","DS181","","","","","","","",""
"4849","阿莫西林口腔崩解片","双伟制药","DR87447","DS2258","","","","1","1","","",""
"4850","阿莫西林口腔崩解片","双伟制药","DR87447","DS2258","","","","2","1","","",""
"4851","阿片酊","","DR87456","DS20004","","","","","","","",""
"4852","阿普唑仑胶囊","","DR87458","DS3026","1","Y","18","2","2","","",""
"4853","阿普唑仑胶囊","","DR87458","DS3026","1","Y","18","1","2","","",""
"4854","阿奇霉素颗粒(Ⅱ)","","DR87466","DS20011","","","","","","","0",""
"4855","阿奇霉素氯化钠注射液","抒罗康","DR87467","DS20012","1","Y","16","2","1","","",""
"4856","阿奇霉素氯化钠注射液","抒罗康","DR87467","DS20012","1","Y","16","1","1","","",""
"4857","阿奇霉素糖浆","","DR87472","DS511","","","","","","","",""
"4858","阿奇霉素细粒剂","阿奇霉素细粒剂","DR87473","DS511","","","","1","1","","",""
"4859","阿奇霉素细粒剂","阿奇霉素细粒剂","DR87473","DS511","","","","2","1","","",""
"4860","阿司待因片","","DR87476","DS20017","","","","","","","",""
"4861","阿司匹林缓释胶囊","","DR87482","DS1969","1","Y","14","2","1","","",""
"4862","阿司匹林缓释胶囊","","DR87482","DS1969","1","Y","14","1","1","","",""
"4863","阿司匹林缓释胶囊","","DR87482","DS1969","2","M","3","2","1","","",""
"4864","阿司匹林缓释胶囊","","DR87482","DS1969","2","M","3","1","1","","",""
"4865","阿司匹林片","","DR87487","DS1969","1","Y","14","2","2","","",""
"4866","阿司匹林片","","DR87487","DS1969","1","Y","14","1","2","","",""
"4867","阿司匹林片","","DR87487","DS1969","2","M","3","2","2","","",""
"4868","阿司匹林片","","DR87487","DS1969","2","M","3","1","2","","",""
"4869","阿司匹林散","","DR87488","DS1969","2","M","3","1","2","","",""
"4870","阿司匹林散","","DR87488","DS1969","2","M","3","2","2","","",""
"4871","阿司匹林散","","DR87488","DS1969","1","Y","14","1","2","","",""
"4872","阿司匹林散","","DR87488","DS1969","1","Y","14","2","2","","",""
"4873","阿司匹林栓","","DR87489","DS1969","2","M","3","2","1","肾功能下降","1",""
"4874","阿司匹林栓","","DR87489","DS1969","2","M","3","1","1","肾功能下降","1",""
"4875","阿司匹林栓","","DR87489","DS1969","1","Y","14","2","1","肾功能下降","1",""
"4876","阿司匹林栓","","DR87489","DS1969","1","Y","14","1","1","肾功能下降","1",""
"4877","阿司匹林维C肠溶胶囊","","DR87493","DS20021","1","Y","14","1","2","","",""
"4878","阿司匹林维C肠溶胶囊","","DR87493","DS20021","1","Y","14","2","2","","",""
