"   ","ID","ITEM_NAME","RATIO0","ID1","ITEM1","RATIO1","ID2","ITEM2","RATIO2","ID3","ITEM3","RATIO3","ID4","ITEM4","CNT","RATIO4"
"336","VI4673","乳腺癌根治术","0.5","VI4669","乳房手术","0.1111","VI4668","16．体被系统手术","0.0069","VI2222","(三) 手术治疗","0.009","","","",""
"337","VI4672","单纯乳房切除术","0.5","VI4669","乳房手术","0.1111","VI4668","16．体被系统手术","0.0069","VI2222","(三) 手术治疗","0.009","","","",""
"338","VI4688","浅表肿物切除术","0.7692","VI4683","皮肤和皮下组织手术","0.7222","VI4668","16．体被系统手术","0.0069","VI2222","(三) 手术治疗","0.009","","","",""
"339","VI4684","脓肿切开引流术","0.2308","VI4683","皮肤和皮下组织手术","0.7222","VI4668","16．体被系统手术","0.0069","VI2222","(三) 手术治疗","0.009","","","",""
"340","VI4126","阴道异物取出术","0.0714","VI4125","阴道手术","0.8235","VI4072","13．女性生殖系统手术","0.0065","VI2222","(三) 手术治疗","0.009","","","",""
"341","VI4128","阴道扩张术","0.9286","VI4125","阴道手术","0.8235","VI4072","13．女性生殖系统手术","0.0065","VI2222","(三) 手术治疗","0.009","","","",""
"342","VI5276","经腹子宫肌瘤剔除术","0.3333","VI4095","子宫手术","0.1765","VI4072","13．女性生殖系统手术","0.0065","VI2222","(三) 手术治疗","0.009","","","",""
"343","VI4114","广泛性子宫切除+盆腹腔淋巴结清除术","0.6667","VI4095","子宫手术","0.1765","VI4072","13．女性生殖系统手术","0.0065","VI2222","(三) 手术治疗","0.009","","","",""
"344","VI3641","神经吻合术","1","VI3635","胸廓与周围神经手术","0.0046","VI4183","15．肌肉骨骼系统手术","0.0833","VI2222","(三) 手术治疗","0.009","","","",""
"345","VI3672","肘腕关节结核病灶清除术","1","VI3671","四肢和脊椎骨结核手术","0.0046","VI4183","15．肌肉骨骼系统手术","0.0833","VI2222","(三) 手术治疗","0.009","","","",""
"346","VI3700","内外踝骨折切开复位内固定术","0.125","VI3682","四肢骨折手术","0.0369","VI4183","15．肌肉骨骼系统手术","0.0833","VI2222","(三) 手术治疗","0.009","","","",""
"347","VI3696","股骨转子间骨折内固定术","0.125","VI3682","四肢骨折手术","0.0369","VI4183","15．肌肉骨骼系统手术","0.0833","VI2222","(三) 手术治疗","0.009","","","",""
"348","VI5095","股骨髁间骨折切开复位内固定术","0.125","VI3682","四肢骨折手术","0.0369","VI4183","15．肌肉骨骼系统手术","0.0833","VI2222","(三) 手术治疗","0.009","","","",""
"349","VI3698","髌骨骨折切开复位内固定术","0.125","VI3682","四肢骨折手术","0.0369","VI4183","15．肌肉骨骼系统手术","0.0833","VI2222","(三) 手术治疗","0.009","","","",""
"350","VI3697","股骨干骨折切开复位内固定术","0.125","VI3682","四肢骨折手术","0.0369","VI4183","15．肌肉骨骼系统手术","0.0833","VI2222","(三) 手术治疗","0.009","","","",""
"351","VI3695","股骨颈骨折切开复位内固定+带血管蒂或肌蒂骨移植术","0.125","VI3682","四肢骨折手术","0.0369","VI4183","15．肌肉骨骼系统手术","0.0833","VI2222","(三) 手术治疗","0.009","","","",""
"352","VI3693","股骨颈骨折闭合复位内固定术","0.125","VI3682","四肢骨折手术","0.0369","VI4183","15．肌肉骨骼系统手术","0.0833","VI2222","(三) 手术治疗","0.009","","","",""
"353","VI3684","肱骨干骨折切开复位内固定术","0.125","VI3682","四肢骨折手术","0.0369","VI4183","15．肌肉骨骼系统手术","0.0833","VI2222","(三) 手术治疗","0.009","","","",""
"354","VI3768","尺骨头桡骨茎突切除术","1","VI3767","四肢骨切除、刮除手术","0.106","VI4183","15．肌肉骨骼系统手术","0.0833","VI2222","(三) 手术治疗","0.009","","","",""
"355","VI5086","经皮椎体成形术","1","VI4184","脊柱骨关节手术","0.0092","VI4183","15．肌肉骨骼系统手术","0.0833","VI2222","(三) 手术治疗","0.009","","","",""
"356","VI4664","石膏固定术(小)","0.1429","VI4654","骨关节其他手术","0.0968","VI4183","15．肌肉骨骼系统手术","0.0833","VI2222","(三) 手术治疗","0.009","","","",""
"357","VI4355","手法牵引复位术","0.2381","VI4654","骨关节其他手术","0.0968","VI4183","15．肌肉骨骼系统手术","0.0833","VI2222","(三) 手术治疗","0.009","","","",""
"358","VI5321","石膏固定术(中)","0.1905","VI4654","骨关节其他手术","0.0968","VI4183","15．肌肉骨骼系统手术","0.0833","VI2222","(三) 手术治疗","0.009","","","",""
"359","VI4666","各部位多头带包扎术","0.0952","VI4654","骨关节其他手术","0.0968","VI4183","15．肌肉骨骼系统手术","0.0833","VI2222","(三) 手术治疗","0.009","","","",""
"360","VI4663","石膏固定术(大)","0.1905","VI4654","骨关节其他手术","0.0968","VI4183","15．肌肉骨骼系统手术","0.0833","VI2222","(三) 手术治疗","0.009","","","",""
"361","VI4657","骨骼牵引术","0.1429","VI4654","骨关节其他手术","0.0968","VI4183","15．肌肉骨骼系统手术","0.0833","VI2222","(三) 手术治疗","0.009","","","",""
"362","VI4655","皮肤牵引术","0.1429","VI4654","骨关节其他手术","0.0968","VI4183","15．肌肉骨骼系统手术","0.0833","VI2222","(三) 手术治疗","0.009","","","",""
"363","VI4625","前臂桡尺动脉倒转皮瓣术","0.1429","VI4601","手外伤皮瓣术","0.0323","VI4183","15．肌肉骨骼系统手术","0.0833","VI2222","(三) 手术治疗","0.009","","","",""
"364","VI4621","手部皮肤撕脱伤修复术","0.1429","VI4601","手外伤皮瓣术","0.0323","VI4183","15．肌肉骨骼系统手术","0.0833","VI2222","(三) 手术治疗","0.009","","","",""
"365","VI5313","手外伤清创术","0.4286","VI4601","手外伤皮瓣术","0.0323","VI4183","15．肌肉骨骼系统手术","0.0833","VI2222","(三) 手术治疗","0.009","","","",""
"366","VI4639","甲床修补术","0.1429","VI4601","手外伤皮瓣术","0.0323","VI4183","15．肌肉骨骼系统手术","0.0833","VI2222","(三) 手术治疗","0.009","","","",""
"367","VI4629","屈伸指肌腱吻合术","0.1429","VI4601","手外伤皮瓣术","0.0323","VI4183","15．肌肉骨骼系统手术","0.0833","VI2222","(三) 手术治疗","0.009","","","",""
"368","VI3807","上肢关节松解术","1","VI3791","四肢骨骨关节成形术","0.7051","VI4183","15．肌肉骨骼系统手术","0.0833","VI2222","(三) 手术治疗","0.009","","","",""
"369","VI3749","人工全髋关节置换术","0.1667","VI3742","人工关节置换手术","0.0276","VI4183","15．肌肉骨骼系统手术","0.0833","VI2222","(三) 手术治疗","0.009","","","",""
"370","VI3752","人工膝关节表面置换术","0.1667","VI3742","人工关节置换手术","0.0276","VI4183","15．肌肉骨骼系统手术","0.0833","VI2222","(三) 手术治疗","0.009","","","",""
"371","VI3751","人工股骨头置换术","0.6667","VI3742","人工关节置换手术","0.0276","VI4183","15．肌肉骨骼系统手术","0.0833","VI2222","(三) 手术治疗","0.009","","","",""
"372","VI3225","胃肠切开取异物","1","VI3224","胃手术","0.0938","VI3203","10．消化系统手术","0.0123","VI2222","(三) 手术治疗","0.009","","","",""
"373","VI3259","肠吻合术","0.5","VI3238","肠手术(不含直肠)","0.0625","VI3203","10．消化系统手术","0.0123","VI2222","(三) 手术治疗","0.009","","","",""
"374","VI3244","肠切除术","1","VI3238","肠手术(不含直肠)","0.0625","VI3203","10．消化系统手术","0.0123","VI2222","(三) 手术治疗","0.009","","","",""
"375","VI3294","超声多普勒引导下痔动脉结扎术","0.05","VI3260","直肠肛门手术","0.625","VI3203","10．消化系统手术","0.0123","VI2222","(三) 手术治疗","0.009","","","",""
"376","VI3289","会阴肛门成形术","0.1","VI3260","直肠肛门手术","0.625","VI3203","10．消化系统手术","0.0123","VI2222","(三) 手术治疗","0.009","","","",""
"377","VI3284","内痔环切术","0.05","VI3260","直肠肛门手术","0.625","VI3203","10．消化系统手术","0.0123","VI2222","(三) 手术治疗","0.009","","","",""
"378","VI3283","混合痔嵌顿手法松解回纳术","0.05","VI3260","直肠肛门手术","0.625","VI3203","10．消化系统手术","0.0123","VI2222","(三) 手术治疗","0.009","","","",""
"379","VI3262","经内镜直肠良性肿物切除术","0.85","VI3260","直肠肛门手术","0.625","VI3203","10．消化系统手术","0.0123","VI2222","(三) 手术治疗","0.009","","","",""
"380","VI3261","直肠出血缝扎术","0.05","VI3260","直肠肛门手术","0.625","VI3203","10．消化系统手术","0.0123","VI2222","(三) 手术治疗","0.009","","","",""
"381","VI3861","胆囊切除术","0.5","VI3859","胆道手术","0.125","VI3203","10．消化系统手术","0.0123","VI2222","(三) 手术治疗","0.009","","","",""
"382","VI3872","经十二指肠奥狄氏括约肌切开成形术","0.25","VI3859","胆道手术","0.125","VI3203","10．消化系统手术","0.0123","VI2222","(三) 手术治疗","0.009","","","",""
"383","VI3868","胆总管探查T管引流术","0.25","VI3859","胆道手术","0.125","VI3203","10．消化系统手术","0.0123","VI2222","(三) 手术治疗","0.009","","","",""
"384","VI3862","胆囊造瘘术","0.25","VI3859","胆道手术","0.125","VI3203","10．消化系统手术","0.0123","VI2222","(三) 手术治疗","0.009","","","",""
"385","VI3896","腹股沟疝修补术","0.2","VI3895","其他腹部手术","0.1563","VI3203","10．消化系统手术","0.0123","VI2222","(三) 手术治疗","0.009","","","",""
"386","VI3903","剖腹探查术","0.4","VI3895","其他腹部手术","0.1563","VI3203","10．消化系统手术","0.0123","VI2222","(三) 手术治疗","0.009","","","",""
"387","VI5249","腹壁肿瘤切除术","0.2","VI3895","其他腹部手术","0.1563","VI3203","10．消化系统手术","0.0123","VI2222","(三) 手术治疗","0.009","","","",""
"388","VI2349","颈内动脉内膜剥脱术","0.3333","VI2340","脑血管手术","0.0526","VI2257","2．神经系统手术","0.0219","VI2222","(三) 手术治疗","0.009","","","",""
"389","VI2358","颞肌颞浅动脉贴敷术","0.3333","VI2340","脑血管手术","0.0526","VI2257","2．神经系统手术","0.0219","VI2222","(三) 手术治疗","0.009","","","",""
"390","VI2357","颅外内动脉搭桥术","0.3333","VI2340","脑血管手术","0.0526","VI2257","2．神经系统手术","0.0219","VI2222","(三) 手术治疗","0.009","","","",""
"391","VI1247","脑脊液置换术","1","VI2360","脊髓、脊髓膜、脊髓血管手术","0.0526","VI2257","2．神经系统手术","0.0219","VI2222","(三) 手术治疗","0.009","","","",""
"392","VI2277","颅内血肿清除术","0.2545","VI2258","颅骨和脑手术","0.9649","VI2257","2．神经系统手术","0.0219","VI2222","(三) 手术治疗","0.009","","","",""
"393","VI2298","小脑半球病变切除术","0.0182","VI2258","颅骨和脑手术","0.9649","VI2257","2．神经系统手术","0.0219","VI2222","(三) 手术治疗","0.009","","","",""
"394","VI2281","侧脑室分流术","0.0182","VI2258","颅骨和脑手术","0.9649","VI2257","2．神经系统手术","0.0219","VI2222","(三) 手术治疗","0.009","","","",""
"395","VI2269","颅骨修补术","0.0727","VI2258","颅骨和脑手术","0.9649","VI2257","2．神经系统手术","0.0219","VI2222","(三) 手术治疗","0.009","","","",""
"396","VI2307","经颅内镜经鼻蝶垂体肿瘤切除术","0.0182","VI2258","颅骨和脑手术","0.9649","VI2257","2．神经系统手术","0.0219","VI2222","(三) 手术治疗","0.009","","","",""
"397","VI2289","桥小脑角肿瘤切除术","0.0182","VI2258","颅骨和脑手术","0.9649","VI2257","2．神经系统手术","0.0219","VI2222","(三) 手术治疗","0.009","","","",""
"398","VI2286","幕上深部病变切除术","0.0727","VI2258","颅骨和脑手术","0.9649","VI2257","2．神经系统手术","0.0219","VI2222","(三) 手术治疗","0.009","","","",""
"399","VI2282","脑室钻孔伴脑室引流术","0.2","VI2258","颅骨和脑手术","0.9649","VI2257","2．神经系统手术","0.0219","VI2222","(三) 手术治疗","0.009","","","",""
"400","VI2278","开颅颅内减压术","0.1273","VI2258","颅骨和脑手术","0.9649","VI2257","2．神经系统手术","0.0219","VI2222","(三) 手术治疗","0.009","","","",""
"401","VI2274","慢性硬膜下血肿钻孔术","0.1091","VI2258","颅骨和脑手术","0.9649","VI2257","2．神经系统手术","0.0219","VI2222","(三) 手术治疗","0.009","","","",""
"402","VI2268","去颅骨骨瓣减压术","0.5273","VI2258","颅骨和脑手术","0.9649","VI2257","2．神经系统手术","0.0219","VI2222","(三) 手术治疗","0.009","","","",""
"403","VI2259","头皮肿物切除术","0.0909","VI2258","颅骨和脑手术","0.9649","VI2257","2．神经系统手术","0.0219","VI2222","(三) 手术治疗","0.009","","","",""
"404","VI2235","神经阻滞麻醉","0.5488","VI2234","神经阻滞麻醉","0.0431","VI2232","1.麻醉","0.7305","VI2222","(三) 手术治疗","0.009","","","",""
"405","VI2240","全身麻醉","0.4899","VI2239","全身麻醉","0.1298","VI2232","1.麻醉","0.7305","VI2222","(三) 手术治疗","0.009","","","",""
"406","VI2244","术后镇痛","0.1","VI2243","术后镇痛","0.0053","VI2232","1.麻醉","0.7305","VI2222","(三) 手术治疗","0.009","","","",""
"407","VI2253","输血指征动态监测","0.0062","VI2251","麻醉中监测","0.2533","VI2232","1.麻醉","0.7305","VI2222","(三) 手术治疗","0.009","","","",""
"408","VI2252","麻醉中监测","0.0954","VI2251","麻醉中监测","0.2533","VI2232","1.麻醉","0.7305","VI2222","(三) 手术治疗","0.009","","","",""
"409","VI2237","椎管内麻醉","0.3","VI2236","椎管内麻醉","0.0053","VI2232","1.麻醉","0.7305","VI2222","(三) 手术治疗","0.009","","","",""
"410","VI1488","重度鞍鼻畸形矫正术","1","VI1467","鼻部手术","0.0244","VI1466","6．鼻、口、咽部手术","0.0157","VI2222","(三) 手术治疗","0.009","","","",""
"411","VI3384","拔牙创面搔刮术","0.6389","VI1513","口腔颌面一般手术","0.878","VI1466","6．鼻、口、咽部手术","0.0157","VI2222","(三) 手术治疗","0.009","","","",""
"412","VI4358","前磨牙拔除术","0.0278","VI1513","口腔颌面一般手术","0.878","VI1466","6．鼻、口、咽部手术","0.0157","VI2222","(三) 手术治疗","0.009","","","",""
"413","VI3408","牙龈切除术","0.0278","VI1513","口腔颌面一般手术","0.878","VI1466","6．鼻、口、咽部手术","0.0157","VI2222","(三) 手术治疗","0.009","","","",""
"414","VI3404","根尖搔刮术","0.0278","VI1513","口腔颌面一般手术","0.878","VI1466","6．鼻、口、咽部手术","0.0157","VI2222","(三) 手术治疗","0.009","","","",""
"415","VI1515","前牙拔除术","0.0556","VI1513","口腔颌面一般手术","0.878","VI1466","6．鼻、口、咽部手术","0.0157","VI2222","(三) 手术治疗","0.009","","","",""
"416","VI5067","牙冠延长术","0.0278","VI1513","口腔颌面一般手术","0.878","VI1466","6．鼻、口、咽部手术","0.0157","VI2222","(三) 手术治疗","0.009","","","",""
"417","VI3406","牙龈翻瓣术","0.0833","VI1513","口腔颌面一般手术","0.878","VI1466","6．鼻、口、咽部手术","0.0157","VI2222","(三) 手术治疗","0.009","","","",""
"418","VI3387","牙槽骨修整术","0.0556","VI1513","口腔颌面一般手术","0.878","VI1466","6．鼻、口、咽部手术","0.0157","VI2222","(三) 手术治疗","0.009","","","",""
"419","VI3383","阻生牙拔除术","0.1389","VI1513","口腔颌面一般手术","0.878","VI1466","6．鼻、口、咽部手术","0.0157","VI2222","(三) 手术治疗","0.009","","","",""
"420","VI3382","复杂牙拔除术","0.5556","VI1513","口腔颌面一般手术","0.878","VI1466","6．鼻、口、咽部手术","0.0157","VI2222","(三) 手术治疗","0.009","","","",""
"421","VI3381","磨牙拔除术","0.1944","VI1513","口腔颌面一般手术","0.878","VI1466","6．鼻、口、咽部手术","0.0157","VI2222","(三) 手术治疗","0.009","","","",""
"422","VI3443","颞部肿物切除术","1","VI3420","口腔肿瘤手术","0.0244","VI1466","6．鼻、口、咽部手术","0.0157","VI2222","(三) 手术治疗","0.009","","","",""
"423","VI5075","口腔颌面软组织清创术(小)","0.75","VI3522","口腔创伤手术","0.0976","VI1466","6．鼻、口、咽部手术","0.0157","VI2222","(三) 手术治疗","0.009","","","",""
"424","VI3524","口腔颌面软组织清创术(中)","0.25","VI3522","口腔创伤手术","0.0976","VI1466","6．鼻、口、咽部手术","0.0157","VI2222","(三) 手术治疗","0.009","","","",""
"425","VI2453","皮质醇(Cortisol)","1","VI2452","促肾上腺皮质激素(ACTH)兴奋试验","0.9032","VI2450","肾上腺皮质功能试验","0.0019","VI2416","2．内分泌系统","0.2381","VI2993","（一）临床各系统诊疗","68072","0.2347"
"426","VI2473","绒毛膜促性腺激素(β-HCG)","0.8729","VI2471","人绒毛膜促性腺激素兴奋试验","0.9698","VI2469","其它","0.0531","VI2416","2．内分泌系统","0.2381","VI2993","（一）临床各系统诊疗","68072","0.2347"
"427","VI2472","绒毛膜促性腺激素(HCG)","0.1271","VI2471","人绒毛膜促性腺激素兴奋试验","0.9698","VI2469","其它","0.0531","VI2416","2．内分泌系统","0.2381","VI2993","（一）临床各系统诊疗","68072","0.2347"
"428","VI2421","促甲状腺激素(TSH)","1","VI2420","促甲状腺释放激素兴奋试验(TRH)","1","VI2417","垂体兴奋试验","0.0557","VI2416","2．内分泌系统","0.2381","VI2993","（一）临床各系统诊疗","68072","0.2347"
"429","VI2583","声导抗测听","0.9815","VI2582","声导抗测听","0.806","VI2575","耳部诊疗","0.3496","VI2574","4．耳鼻咽喉","0.0084","VI2993","（一）临床各系统诊疗","68072","0.2347"
"430","VI2609","耵聍取出","0.5","VI2608","耵聍冲洗","0.01","VI2575","耳部诊疗","0.3496","VI2574","4．耳鼻咽喉","0.0084","VI2993","（一）临床各系统诊疗","68072","0.2347"
"431","VI1166","纤维喉镜检查","0.8933","VI1165","纤维喉镜检查","0.2119","VI2638","咽喉部诊疗","0.6157","VI2574","4．耳鼻咽喉","0.0084","VI2993","（一）临床各系统诊疗","68072","0.2347"
"432","VI1174","咽部特殊治疗","0.0198","VI1172","咽部特殊治疗","0.2853","VI2638","咽喉部诊疗","0.6157","VI2574","4．耳鼻咽喉","0.0084","VI2993","（一）临床各系统诊疗","68072","0.2347"
"433","VI1173","咽部特殊治疗","0.1089","VI1172","咽部特殊治疗","0.2853","VI2638","咽喉部诊疗","0.6157","VI2574","4．耳鼻咽喉","0.0084","VI2993","（一）临床各系统诊疗","68072","0.2347"
"434","VI1163","间接鼻咽镜检查","1","VI1162","间接鼻咽镜检查","0.0226","VI2638","咽喉部诊疗","0.6157","VI2574","4．耳鼻咽喉","0.0084","VI2993","（一）临床各系统诊疗","68072","0.2347"
"435","VI2637","鼻出血粘膜药物烧灼","0.125","VI4970","鼻部特殊治疗","0.4706","VI2618","鼻部诊疗","0.0591","VI2574","4．耳鼻咽喉","0.0084","VI2993","（一）临床各系统诊疗","68072","0.2347"
"436","VI2850","肿瘤细胞化疗药物敏感试验","1","VI2849","肿瘤细胞化疗药物敏感试验","0.0005","VI2838","药物敏感试验","0.6055","VI2796","5．临床微生物学检查","0.1791","VI1082","(五)检验","71757","0.2474"
"437","VI5003","内毒素鲎定量测定","0.9968","VI2857","内毒素鲎定量测定","0.1103","VI2851","其它检验试验","0.2236","VI2796","5．临床微生物学检查","0.1791","VI1082","(五)检验","71757","0.2474"
"438","VI2806","一般细菌培养及鉴定","0.3799","VI2805","一般细菌培养及鉴定","0.5886","VI2797","病原微生物镜检、培养与鉴定","0.9795","VI2796","5．临床微生物学检查","0.1791","VI1082","(五)检验","71757","0.2474"
"439","VI4996","结核分枝杆菌培养","0.1364","VI2810","结核菌培养","0.0017","VI2797","病原微生物镜检、培养与鉴定","0.9795","VI2796","5．临床微生物学检查","0.1791","VI1082","(五)检验","71757","0.2474"
"440","VI2811","结核分枝杆菌快速培养","0.8636","VI2810","结核菌培养","0.0017","VI2797","病原微生物镜检、培养与鉴定","0.9795","VI2796","5．临床微生物学检查","0.1791","VI1082","(五)检验","71757","0.2474"
"441","VI2834","轮状病毒检测","1","VI2833","轮状病毒检测","0.0011","VI2797","病原微生物镜检、培养与鉴定","0.9795","VI2796","5．临床微生物学检查","0.1791","VI1082","(五)检验","71757","0.2474"
"442","VI2828","衣原体检查","0.8269","VI2827","衣原体检查","0.0041","VI2797","病原微生物镜检、培养与鉴定","0.9795","VI2796","5．临床微生物学检查","0.1791","VI1082","(五)检验","71757","0.2474"
"443","VI2830","衣原体检查","0.0577","VI2827","衣原体检查","0.0041","VI2797","病原微生物镜检、培养与鉴定","0.9795","VI2796","5．临床微生物学检查","0.1791","VI1082","(五)检验","71757","0.2474"
"444","VI5441","全自动免疫组织化学染色快速诊断","0.9412","VI2967","免疫组织化学染色诊断","0.0628","VI2965","5．特殊染色诊断技术","0.3763","VI2925","(七)病理检查","0.0124","","","",""
"445","VI2964","快速石蜡切片检查与诊断","0.36","VI5016","快速石蜡切片检查与诊断","0.8065","VI2960","4．冰冻切片与快速石蜡切片检查与诊断","0.0086","VI2925","(七)病理检查","0.0124","","","",""
"446","VI2963","冰冻切片检查与诊断","0.1667","VI2962","冰冻切片检查与诊断","0.1935","VI2960","4．冰冻切片与快速石蜡切片检查与诊断","0.0086","VI2925","(七)病理检查","0.0124","","","",""
"447","VI2944","内镜组织活检检查与诊断","0.0395","VI2942","内镜组织活检检查与诊断","0.5494","VI2939","3．组织病理学检查与诊断","0.256","VI2925","(七)病理检查","0.0124","","","",""
"448","VI2945","内镜组织活检检查与诊断","0.0059","VI2942","内镜组织活检检查与诊断","0.5494","VI2939","3．组织病理学检查与诊断","0.256","VI2925","(七)病理检查","0.0124","","","",""
"449","VI2943","内镜组织活检检查与诊断","0.0119","VI2942","内镜组织活检检查与诊断","0.5494","VI2939","3．组织病理学检查与诊断","0.256","VI2925","(七)病理检查","0.0124","","","",""
"450","VI5014","手术标本检查与诊断","0.0339","VI2949","手术标本检查与诊断","0.544","VI2939","3．组织病理学检查与诊断","0.256","VI2925","(七)病理检查","0.0124","","","",""
"451","VI2951","手术标本检查与诊断","0.2315","VI2949","手术标本检查与诊断","0.544","VI2939","3．组织病理学检查与诊断","0.256","VI2925","(七)病理检查","0.0124","","","",""
"452","VI2950","手术标本检查与诊断","0.018","VI2949","手术标本检查与诊断","0.544","VI2939","3．组织病理学检查与诊断","0.256","VI2925","(七)病理检查","0.0124","","","",""
"453","VI2941","穿刺组织活检检查与诊断","0.1364","VI5013","穿刺组织活检检查与诊断","0.0239","VI2939","3．组织病理学检查与诊断","0.256","VI2925","(七)病理检查","0.0124","","","",""
"454","VI2958","颌骨样本及牙体牙周样本诊断","1","VI5015","颌骨样本及牙体牙周样本诊断","0.0011","VI2939","3．组织病理学检查与诊断","0.256","VI2925","(七)病理检查","0.0124","","","",""
"455","VI2947","局部切除组织活检检查与诊断","0.9459","VI2946","局部切除组织活检检查与诊断","0.0803","VI2939","3．组织病理学检查与诊断","0.256","VI2925","(七)病理检查","0.0124","","","",""
"456","VI5012","体液细胞学检查与诊断","0.8623","VI2933","体液细胞学检查与诊断","0.6866","VI2931","2．细胞病理学检查与诊断","0.0559","VI2925","(七)病理检查","0.0124","","","",""
"457","VI1915","血液灌流","0.5","VI1914","血液灌流","0.0033","VI1904","10．泌尿系统","0.0089","VI2993","（一）临床各系统诊疗","0.2347","","","",""
"458","VI4884","连续性血液净化","0.9","VI1916","连续性血液净化","0.0166","VI1904","10．泌尿系统","0.0089","VI2993","（一）临床各系统诊疗","0.2347","","","",""
"459","VI4888","体外冲击波碎石","0.6667","VI1943","体外冲击波碎石","0.005","VI1904","10．泌尿系统","0.0089","VI2993","（一）临床各系统诊疗","0.2347","","","",""
"460","VI1910","无肝素血液透析","0.0204","VI4883","血液透析","0.0813","VI1904","10．泌尿系统","0.0089","VI2993","（一）临床各系统诊疗","0.2347","","","",""
"461","VI1930","钬激光碎石术","1","VI4886","经输尿管镜碎石取石术","0.0017","VI1904","10．泌尿系统","0.0089","VI2993","（一）临床各系统诊疗","0.2347","","","",""
"462","VI2632","鼻负压置换治疗","0.0294","VI2618","鼻部诊疗","0.0591","VI2574","4．耳鼻咽喉","0.0084","VI2993","（一）临床各系统诊疗","0.2347","","","",""
"463","VI2629","鼻咽部活检术","0.0588","VI2618","鼻部诊疗","0.0591","VI2574","4．耳鼻咽喉","0.0084","VI2993","（一）临床各系统诊疗","0.2347","","","",""
"464","VI2626","鼻腔冲洗","0.1765","VI2618","鼻部诊疗","0.0591","VI2574","4．耳鼻咽喉","0.0084","VI2993","（一）临床各系统诊疗","0.2347","","","",""
"465","VI4970","鼻部特殊治疗","0.4706","VI2618","鼻部诊疗","0.0591","VI2574","4．耳鼻咽喉","0.0084","VI2993","（一）临床各系统诊疗","0.2347","","","",""
"466","VI4968","鼻窦冲洗","0.0294","VI2618","鼻部诊疗","0.0591","VI2574","4．耳鼻咽喉","0.0084","VI2993","（一）临床各系统诊疗","0.2347","","","",""
"467","VI4966","长鼻镜检查","0.0588","VI2618","鼻部诊疗","0.0591","VI2574","4．耳鼻咽喉","0.0084","VI2993","（一）临床各系统诊疗","0.2347","","","",""
"468","VI4365","鼻内镜检查","0.2647","VI2618","鼻部诊疗","0.0591","VI2574","4．耳鼻咽喉","0.0084","VI2993","（一）临床各系统诊疗","0.2347","","","",""
"469","VI2634","前鼻孔填塞","0.0588","VI2618","鼻部诊疗","0.0591","VI2574","4．耳鼻咽喉","0.0084","VI2993","（一）临床各系统诊疗","0.2347","","","",""
"470","VI2619","前鼻镜检查","0.0588","VI2618","鼻部诊疗","0.0591","VI2574","4．耳鼻咽喉","0.0084","VI2993","（一）临床各系统诊疗","0.2347","","","",""
"471","VI1168","间接喉镜检查","0.0198","VI2638","咽喉部诊疗","0.6157","VI2574","4．耳鼻咽喉","0.0084","VI2993","（一）临床各系统诊疗","0.2347","","","",""
"472","VI2643","计算机言语疾病矫治","0.4915","VI2638","咽喉部诊疗","0.6157","VI2574","4．耳鼻咽喉","0.0084","VI2993","（一）临床各系统诊疗","0.2347","","","",""
"473","VI1169","支撑喉镜检查","0.0056","VI2638","咽喉部诊疗","0.6157","VI2574","4．耳鼻咽喉","0.0084","VI2993","（一）临床各系统诊疗","0.2347","","","",""
"474","VI1172","咽部特殊治疗","0.2853","VI2638","咽喉部诊疗","0.6157","VI2574","4．耳鼻咽喉","0.0084","VI2993","（一）临床各系统诊疗","0.2347","","","",""
"475","VI1167","喉动态镜检查","0.0311","VI2638","咽喉部诊疗","0.6157","VI2574","4．耳鼻咽喉","0.0084","VI2993","（一）临床各系统诊疗","0.2347","","","",""
"476","VI1165","纤维喉镜检查","0.2119","VI2638","咽喉部诊疗","0.6157","VI2574","4．耳鼻咽喉","0.0084","VI2993","（一）临床各系统诊疗","0.2347","","","",""
"477","VI1161","纤维鼻咽镜检查","0.0141","VI2638","咽喉部诊疗","0.6157","VI2574","4．耳鼻咽喉","0.0084","VI2993","（一）临床各系统诊疗","0.2347","","","",""
"478","VI2610","耳正负压治疗","0.0299","VI2575","耳部诊疗","0.3496","VI2574","4．耳鼻咽喉","0.0084","VI2993","（一）临床各系统诊疗","0.2347","","","",""
"479","VI2608","耵聍冲洗","0.01","VI2575","耳部诊疗","0.3496","VI2574","4．耳鼻咽喉","0.0084","VI2993","（一）临床各系统诊疗","0.2347","","","",""
"480","VI2605","耳显微镜检查","0.0348","VI2575","耳部诊疗","0.3496","VI2574","4．耳鼻咽喉","0.0084","VI2993","（一）临床各系统诊疗","0.2347","","","",""
"481","VI2587","耳声发射检查","0.0896","VI2575","耳部诊疗","0.3496","VI2574","4．耳鼻咽喉","0.0084","VI2993","（一）临床各系统诊疗","0.2347","","","",""
"482","VI2616","耳部特殊治疗","0.0746","VI2575","耳部诊疗","0.3496","VI2574","4．耳鼻咽喉","0.0084","VI2993","（一）临床各系统诊疗","0.2347","","","",""
"483","VI4963","硬性耳内镜检查","0.0149","VI2575","耳部诊疗","0.3496","VI2574","4．耳鼻咽喉","0.0084","VI2993","（一）临床各系统诊疗","0.2347","","","",""
