"   ","ID_DR","NAME_DR","RATIO_DR","ID_DS","NAME_DS","RATIO_DS","ID_BG_DS","NAME_BG_DS","RATIO_BG_DS","ID_CATEGORY1","NAME_CATEGORY1","RATIO_CATEGORY1","ID_CATEGORY2","NAME_CATEGORY2","RATIO_CATEGORY2","ID_CATEGORY3","NAME_CATEGORY3","RATIO_CATEGORY3","ID_CATEGORY4","NAME_CATEGORY4","RATIO_CATEGORY4","ID_CATEGORY5","NAME_CATEGORY5","RATIO_CATEGORY5","ID_CATEGORY6","NAME_CATEGORY6","RATIO_CATEGORY6"
"700","DR1223","多酶片","1","DS556","多酶","1","DG10916","多酶","0.6432","DC501","酶制剂","0.9575","DC142","消化药，包括酶类","0.0095","DC26","消化道和代谢方面的药物","0.3097","DC2","西药","0.7954","","","","","",""
"701","DR2275","二羟丙茶碱片","0.0107","DS1548","二羟丙茶碱","0.9947","DG439","二羟丙茶碱","0.1795","DC776","黄嘌呤类","0.9371","DC348","治疗阻塞性气道疾病的其他全身用药物","0.5879","DC96","用于阻塞性气道疾病的药物","0.2535","DC19","呼吸系统","0.0652","DC2","西药","0.7954","","",""
"702","DR2619","法莫替丁片","0.4615","DS1194","法莫替丁","1","DG10751","法莫替丁","0.0684","DC1017","H2-受体拮抗剂","0.0078","DC485","治疗消化性溃疡病和胃食道反流病的药物","0.9463","DC138","治疗胃酸相关类疾病的药物","0.3623","DC26","消化道和代谢方面的药物","0.3097","DC2","西药","0.7954","","",""
"703","DR1924","呋塞米注射液","0.3581","DS2298","呋塞米","1","DG13595","呋塞米","0.9591","DC1075","高效利尿药磺胺类药的单方制剂","1","DC526","高效利尿药","0.6215","DC149","利尿剂","0.0681","DC27","心血管系统","0.6531","DC2","西药","0.7954","","",""
"704","DR569","氟哌啶醇注射液","0.5214","DS132","氟哌啶醇","1","DG12206","氟哌啶醇","0.6464","DC846","丁酰苯衍生物","0.0377","DC375","抗精神病药","0.2045","DC104","精神安定药","0.1691","DC20","神经系统药物","0.6013","DC2","西药","0.7954","","",""
"705","DR928","复方对乙酰氨基酚片","1","DS214","复方对乙酰氨基酚","1","DG13662","复方对乙酰氨基酚","0.012","DC829","酰基苯胺类","0.0405","DC372","其他解热镇痛药","0.9951","DC103","镇痛药","0.5083","DC20","神经系统药物","0.6013","DC2","西药","0.7954","","",""
"706","DR3043","复合维生素B片","1","DS739","复合维生素B","1","DG5816","复合维生素B","1","DC1040","单纯的复合维生素B制剂","1","DC512","复合维生素B，包括复方制剂","0.0327","DC146","维生素类","0.2198","DC26","消化道和代谢方面的药物","0.3097","DC2","西药","0.7954","","",""
"707","DR1381","厄贝沙坦氢氯噻嗪片","0.5532","DS1999","厄贝沙坦氢氯噻嗪","1","DG382","厄贝沙坦氢氯噻嗪","0.5114","DC1088","血管紧张素Ⅱ拮抗剂与利尿剂的复方制剂","0.901","DC535","血管紧张素Ⅱ拮抗剂的复方制剂","0.1632","DC1131","血管紧张素Ⅱ拮抗剂","0.9105","DC151","作用于肾素-血管紧张素系统的药物","0.2744","DC27","心血管系统","0.6531","DC2","西药","0.7954"
"708","DR726","非那雄胺片","0.9189","DS216","非那雄胺","1","DG10640","非那雄胺","0.9771","DC675","睾酮-5-α还原酶抑制剂","0.6909","DC307","良性前列腺肥大用药","0.3107","DC84","泌尿系统药","0.8688","DC17","泌尿生殖系统药和性激素","0.0872","DC2","西药","0.7954","","",""
"709","DR1333","氟康唑片","0.0709","DS2000","氟康唑","0.5799","DG12321","氟康唑","0.0748","DC857","眼科用抗生素类","0.3675","DC380","眼科用抗感染药","0.0859","DC106","眼科用药","1","DC21","感觉器官药物","0.402","DC2","西药","0.7954","","",""
"710","DR1333","氟康唑片","0.0709","DS2000","氟康唑","0.5799","DG12321","氟康唑","0.9522","DC687","全身用抗真菌药三唑类衍生物","0.1668","DC310","全身用抗真菌药","0.0592","DC18","全身用抗感染药","0.1011","DC2","西药","0.7954","","","","","",""
"711","DR3452","复方氯化钠注射液","1","DS2676","复方氯化钠","1","DG5756","复方氯化钠","0.0825","DC958","影响电解质平衡的溶液","0.2689","DC441","静脉注射液","0.1035","DC125","血液代用品和灌注液","0.5985","DC24","血液和造血器官药","0.6434","DC2","西药","0.7954","","",""
"712","DR3452","复方氯化钠注射液","1","DS2676","复方氯化钠","1","DG5756","复方氯化钠","0.0023","DC378","其他眼科用药","0.9599","DC106","眼科用药","1","DC21","感觉器官药物","0.402","DC2","西药","0.7954","","","","","",""
"713","DR764","盐酸氟桂利嗪胶囊","0.8469","DS1815","盐酸氟桂利嗪","1","DG6383","氟桂利嗪","0.4173","DC369","抗眩晕药","0.2888","DC102","其他神经系统药物","0.2927","DC20","神经系统药物","0.6013","DC2","西药","0.7954","","","","","",""
"714","DR705","格列吡嗪片","0.1757","DS440","格列吡嗪","1","DG9369","格列吡嗪","0.0282","DC1027","磺酰脲类衍生物","0.4107","DC505","降血糖药物，不含胰岛素","0.8388","DC144","糖尿病用药","0.345","DC26","消化道和代谢方面的药物","0.3097","DC2","西药","0.7954","","",""
"715","DR1750","辅酶Q10胶囊","0.1843","DS740","辅酶Q10","0.9297","DG9335","辅酶Q10","0.282","DC608","其他营养支持药","0.0992","DC264","其他营养品","1","DC74","一般营养品","0.8326","DC16","杂类","0.2065","DC2","西药","0.7954","","",""
"716","DR3299","地西泮注射液","0.5563","DS557","地西泮","1","DG9969","地西泮","0.6425","DC839","抗焦虑苯二氮卓衍生物","0.9842","DC374","抗焦虑药","0.0784","DC104","精神安定药","0.1691","DC20","神经系统药物","0.6013","DC2","西药","0.7954","","",""
"717","DR747","注射用伏立康唑","0.3333","DS1273","伏立康唑","1","DG6556","伏立康唑","0.0391","DC687","全身用抗真菌药三唑类衍生物","0.1668","DC310","全身用抗真菌药","0.0592","DC18","全身用抗感染药","0.1011","DC2","西药","0.7954","","","","","",""
"718","DR2804","格列吡嗪控释片","0.6527","DS440","格列吡嗪","1","DG9369","格列吡嗪","0.0282","DC1027","磺酰脲类衍生物","0.4107","DC505","降血糖药物，不含胰岛素","0.8388","DC144","糖尿病用药","0.345","DC26","消化道和代谢方面的药物","0.3097","DC2","西药","0.7954","","",""
"719","DR1098","氟伐他汀钠胶囊","0.6417","DS742","氟伐他汀钠","1","DG10703","氟伐他汀","0.0249","DC1094","HMG-CoA还原酶抑制剂","0.9936","DC546","单方调节血脂药","0.9997","DC153","调节血脂药","0.6449","DC27","心血管系统","0.6531","DC2","西药","0.7954","","",""
"720","DR1533","氟康唑注射液","0.2283","DS2000","氟康唑","0.5799","DG12321","氟康唑","0.0748","DC857","眼科用抗生素类","0.3675","DC380","眼科用抗感染药","0.0859","DC106","眼科用药","1","DC21","感觉器官药物","0.402","DC2","西药","0.7954","","",""
"721","DR1533","氟康唑注射液","0.2283","DS2000","氟康唑","0.5799","DG12321","氟康唑","0.9522","DC687","全身用抗真菌药三唑类衍生物","0.1668","DC310","全身用抗真菌药","0.0592","DC18","全身用抗感染药","0.1011","DC2","西药","0.7954","","","","","",""
"722","DR2602","黄葵胶囊","1","DS2678","黄葵胶囊","1","DG9216","黄葵胶囊","0.391","DC233","内科消肿利水剂","0.1191","DC58","内科祛湿剂","0.0329","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"723","DR2429","注射用甘露聚糖肽","1","DS2301","甘露聚糖肽","1","DG408","甘露聚糖肽","0.0031","DC237","其他免疫增强剂","0.9082","DC65","免疫兴奋剂","0.5933","DC14","抗肿瘤药及免疫调节剂","0.0079","DC2","西药","0.7954","","","","","",""
"724","DR72082","心可舒丸","1","DS13187","心可舒丸","1","DG1922","心可舒丸","0.0569","DC200","内科行气活血剂","0.061","DC51","内科祛瘀剂","0.8818","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"725","DR1005","多潘立酮片","0.9645","DS2302","多潘立酮","0.9953","DG11655","多潘立酮","0.2383","DC478","胃肠动力药","0.8778","DC137","治疗功能性胃肠道疾病的药物","0.0852","DC26","消化道和代谢方面的药物","0.3097","DC2","西药","0.7954","","","","","",""
"726","DR98409","独一味丸","1","DS18129","独一味丸","1","DG8599","独一味丸","0.0064","DC9","民族药","0.0221","DC1","中成药","","","","","","","","","","","","",""
"727","DR83647","苦参素胶囊","0.0476","DS680","苦参素","1","DG10771","苦参素","0.0101","DC1036","肝脏治疗药","1","DC509","肝脏治疗药，抗脂肪肝药","0.933","DC145","胆和肝治疗药","0.0311","DC26","消化道和代谢方面的药物","0.3097","DC2","西药","0.7954","","",""
"728","DR100576","尿毒清颗粒","1","DS13757","尿毒清颗粒","1","DG2659","尿毒清颗粒","0.641","DC233","内科消肿利水剂","0.1191","DC58","内科祛湿剂","0.0329","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"729","DR763","碘比醇注射液","1","DS2001","碘比醇","1","DG13138","碘比醇","0.097","DC614","水溶性、向肾性、低渗X射线造影剂","0.9737","DC268","碘化X射线造影剂","0.849","DC75","造影剂","0.1147","DC16","杂类","0.2065","DC2","西药","0.7954","","",""
"730","DR3324","非诺贝特胶囊","0.7321","DS435","非诺贝特","0.9655","DG13333","非诺贝特","1","DC1096","贝特类","0.0054","DC546","单方调节血脂药","0.9997","DC153","调节血脂药","0.6449","DC27","心血管系统","0.6531","DC2","西药","0.7954","","",""
"731","DR2640","伏立康唑片","0.6667","DS1273","伏立康唑","1","DG6556","伏立康唑","0.0391","DC687","全身用抗真菌药三唑类衍生物","0.1668","DC310","全身用抗真菌药","0.0592","DC18","全身用抗感染药","0.1011","DC2","西药","0.7954","","","","","",""
"732","DR2726","复方甘草酸苷片","0.3632","DS2584","复方甘草酸苷","1","DG13640","复方甘草酸苷","0.0916","DC1036","肝脏治疗药","1","DC509","肝脏治疗药，抗脂肪肝药","0.933","DC145","胆和肝治疗药","0.0311","DC26","消化道和代谢方面的药物","0.3097","DC2","西药","0.7954","","",""
"733","DR2639","枸橼酸芬太尼注射液","1","DS220","枸橼酸芬太尼","0.8491","DG11352","芬太尼","0.8548","DC825","苯基哌啶衍生物","0.1235","DC371","阿片类","0.0071","DC103","镇痛药","0.5083","DC20","神经系统药物","0.6013","DC2","西药","0.7954","","",""
"734","DR2639","枸橼酸芬太尼注射液","1","DS220","枸橼酸芬太尼","0.8491","DG11352","芬太尼","0.5464","DC811","阿片类麻醉药","0.3191","DC365","全身麻醉剂","0.0858","DC101","麻醉剂","0.0255","DC20","神经系统药物","0.6013","DC2","西药","0.7954","","",""
"735","DR2815","非洛地平缓释片","0.8883","DS3712","非洛地平","0.9986","DG10021","非洛地平","0.1007","DC1067","二氢吡啶衍生物类","0.9979","DC522","主要作用于血管的选择性钙通道阻滞剂","0.9981","DC148","钙通道阻滞剂","0.3841","DC27","心血管系统","0.6531","DC2","西药","0.7954","","",""
"736","DR670","辅酶Q10片","0.0097","DS740","辅酶Q10","0.9297","DG9335","辅酶Q10","0.282","DC608","其他营养支持药","0.0992","DC264","其他营养品","1","DC74","一般营养品","0.8326","DC16","杂类","0.2065","DC2","西药","0.7954","","",""
"737","DR2355","复方氯唑沙宗片","1","DS221","复方氯唑沙宗","1","DG12288","复方氯唑沙宗","1","DC965","恶唑，噻唑，三嗪衍生物","0.0653","DC451","中枢作用肌肉松弛药","0.9631","DC127","肌肉松弛药","0.1197","DC25","肌肉-骨骼系统药物","0.0559","DC2","西药","0.7954","","",""
"738","DR2411","地衣芽孢杆菌活菌胶囊","1","DS1276","地衣芽胞杆菌活菌","1","DG13805","地衣芽胞杆菌活菌","0.2456","DC475","止泻微生物","0.4541","DC136","止泻药、肠道抗炎/抗感染药","0.0827","DC26","消化道和代谢方面的药物","0.3097","DC2","西药","0.7954","","","","","",""
"739","DR1510","注射用盐酸格拉司琼","1","DS23548","盐酸格拉司琼","0.9714","DG10616","格拉司琼","0.1724","DC503","5-羟色胺（5HT3）拮抗剂","1","DC143","止吐药和止恶心药","0.0028","DC26","消化道和代谢方面的药物","0.3097","DC2","西药","0.7954","","","","","",""
"740","DR3098","甲磺酸二氢麦角碱片","0.0013","DS2303","甲磺酸二氢麦角碱","1","DG12259","二氢麦角碱","0.4123","DC542","麦角生物碱类","0.5845","DC152","周围血管扩张药","0.0641","DC27","心血管系统","0.6531","DC2","西药","0.7954","","","","","",""
"741","DR3130","格列美脲片","0.9586","DS2005","格列美脲","1","DG5811","格列美脲","0.2473","DC1027","磺酰脲类衍生物","0.4107","DC505","降血糖药物，不含胰岛素","0.8388","DC144","糖尿病用药","0.345","DC26","消化道和代谢方面的药物","0.3097","DC2","西药","0.7954","","",""
"742","DR2660","地西泮片","0.466","DS557","地西泮","1","DG9969","地西泮","0.6425","DC839","抗焦虑苯二氮卓衍生物","0.9842","DC374","抗焦虑药","0.0784","DC104","精神安定药","0.1691","DC20","神经系统药物","0.6013","DC2","西药","0.7954","","",""
"743","DR839","碘佛醇注射液","1","DS2007","碘佛醇","1","DG12735","碘佛醇","0.4344","DC614","水溶性、向肾性、低渗X射线造影剂","0.9737","DC268","碘化X射线造影剂","0.849","DC75","造影剂","0.1147","DC16","杂类","0.2065","DC2","西药","0.7954","","",""
"744","DR1055","盐酸丁螺环酮片","1","DS1278","盐酸丁螺环酮","1","DG11333","丁螺环酮","0.9032","DC840","氮杂螺癸烷二酮衍生物","0.0169","DC374","抗焦虑药","0.0784","DC104","精神安定药","0.1691","DC20","神经系统药物","0.6013","DC2","西药","0.7954","","",""
"745","DR3104","氢溴酸东莨菪碱注射液","1","DS1279","氢溴酸东莨菪碱","1","DG5755","东莨菪碱","0.0346","DC869","眼科用抗胆碱药","1","DC383","散瞳药及睫状肌麻痹药","0.0072","DC106","眼科用药","1","DC21","感觉器官药物","0.402","DC2","西药","0.7954","","",""
"746","DR3104","氢溴酸东莨菪碱注射液","1","DS1279","氢溴酸东莨菪碱","1","DG5755","东莨菪碱","0.1186","DC834","其他催眠镇静剂","0.0105","DC373","催眠药和镇静药","0.7896","DC104","精神安定药","0.1691","DC20","神经系统药物","0.6013","DC2","西药","0.7954","","",""
"747","DR3104","氢溴酸东莨菪碱注射液","1","DS1279","氢溴酸东莨菪碱","1","DG5755","东莨菪碱","0.002","DC369","抗眩晕药","0.2888","DC102","其他神经系统药物","0.2927","DC20","神经系统药物","0.6013","DC2","西药","0.7954","","","","","",""
"748","DR560","重组人粒细胞刺激因子注射液","1","DS1282","重组人粒细胞刺激因子","1","DG7143","重组人粒细胞刺激因子","0.2639","DC240","集落刺激因子","0.0668","DC65","免疫兴奋剂","0.5933","DC14","抗肿瘤药及免疫调节剂","0.0079","DC2","西药","0.7954","","","","","",""
"749","DR72223","米索前列醇片","1","DS21290","米索前列醇","1","DG13683","米索前列醇","1","DC1016","前列腺素类","0","DC485","治疗消化性溃疡病和胃食道反流病的药物","0.9463","DC138","治疗胃酸相关类疾病的药物","0.3623","DC26","消化道和代谢方面的药物","0.3097","DC2","西药","0.7954","","",""
"750","DR72233","小儿豉翘清热颗粒","1","DS12593","小儿豉翘清热颗粒","1","DG1057","小儿豉翘清热颗粒","0.0057","DC171","内科表里双解剂","0.1293","DC42","内科解表剂","0.0071","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"751","DR72290","单硝酸异山梨酯胶囊","0.0026","DS1952","单硝酸异山梨酯","0.9854","DG12286","单硝酸异山梨酯","0.7939","DC1065","有机硝酸酯类","1","DC521","用于心脏疾患的血管扩张药","0.2393","DC147","心脏治疗药","0.2061","DC27","心血管系统","0.6531","DC2","西药","0.7954","","",""
"752","DR83661","拉坦前列素滴眼液","1","DS21735","拉坦前列素","1","DG11091","拉坦前列素","0.6667","DC861","前列腺素类似物1)","0.0082","DC381","抗青光眼制剂和缩瞳剂","0.0039","DC106","眼科用药","1","DC21","感觉器官药物","0.402","DC2","西药","0.7954","","",""
"753","DR83664","蜡样芽胞杆菌片","1","DS21736","蜡样芽胞杆菌","1","DG11793","蜡样芽胞杆菌","0.0011","DC475","止泻微生物","0.4541","DC136","止泻药、肠道抗炎/抗感染药","0.0827","DC26","消化道和代谢方面的药物","0.3097","DC2","西药","0.7954","","","","","",""
"754","DR2305","连柏烧伤膏","1","DS2308","连柏烧伤膏","1","DG3231","连柏烧伤膏","0.001","DC157","外科清热解毒剂","0.2856","DC28","外科清热剂","0.9798","DC3","外科用药","0.0185","DC1","中成药","0.6812","","","","","",""
"755","DR1955","固肠止泻丸","1","DS2014","固肠止泻丸","1","DG9291","固肠止泻丸","0.075","DC191","内科固涩止泻剂","0.1262","DC48","内科固涩剂","0.0017","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"756","DR2000","盐酸地尔硫卓缓释片","0.0316","DS2674","盐酸地尔硫卓","0.8636","DG11838","地尔硫卓","1","DC1070","苯噻硫卓衍生物","0.7432","DC524","直接作用于心脏的选择性钙通道阻滞剂","0.0026","DC148","钙通道阻滞剂","0.3841","DC27","心血管系统","0.6531","DC2","西药","0.7954","","",""
"757","DR100608","牛黄解毒片","1","DS15745","牛黄解毒片","1","DG5042","牛黄解毒片","0.0144","DC176","内科清热泻火剂","0.0422","DC44","内科清热剂","0.0429","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"758","DR102504","氟比洛芬凝胶贴膏","1","DS20592","氟比洛芬","1","DG12289","氟比洛芬","0.0003","DC977","丙酸衍生物","0.3746","DC454","非甾体类抗炎和抗风湿药","0.9997","DC128","抗炎和抗风湿药","0.6822","DC25","肌肉-骨骼系统药物","0.0559","DC2","西药","0.7954","","",""
"759","DR102504","氟比洛芬凝胶贴膏","1","DS20592","氟比洛芬","1","DG12289","氟比洛芬","0.0003","DC866","非甾体抗炎药","0.6196","DC382","眼科用抗炎药","0.053","DC106","眼科用药","1","DC21","感觉器官药物","0.402","DC2","西药","0.7954","","",""
"760","DR100333","六神丸","1","DS13734","六神丸","1","DG2611","六神丸","0.3201","DC62","咽喉病","0.7642","DC11","耳鼻喉科用药","0.004","DC1","中成药","0.6812","","","","","","","","",""
"761","DR99527","精蛋白生物合成人胰岛素注射液(预混30R)","1","DS22791","精蛋白生物合成人胰岛素（预混30R)","0.971","DG12853","精蛋白生物合成人胰岛素","0.974","DC1028","胰岛素及其类似物，中效","0.0571","DC506","胰岛素及其类似药物","0.3278","DC144","糖尿病用药","0.345","DC26","消化道和代谢方面的药物","0.3097","DC2","西药","0.7954","","",""
"762","DR100867","精蛋白生物合成人胰岛素注射液","1","DS22394","精蛋白生物合成人胰岛素","0.0045","DG12853","精蛋白生物合成人胰岛素","0.974","DC1028","胰岛素及其类似物，中效","0.0571","DC506","胰岛素及其类似药物","0.3278","DC144","糖尿病用药","0.345","DC26","消化道和代谢方面的药物","0.3097","DC2","西药","0.7954","","",""
"763","DR89968","香砂养胃片","1","DS15756","香砂养胃片","1","DG5061","香砂养胃片","0.0952","DC560","温中除湿剂","0.7975","DC181","内科温中散寒剂","0.7745","DC45","内科温里剂","0.0005","DC10","内科用药","0.9704","DC1","中成药","0.6812","","",""
"764","DR92173","三金胶囊","1","DS17027","三金胶囊","1","DG7103","三金胶囊","0.0544","DC234","内科清热通淋剂","0.1777","DC58","内科祛湿剂","0.0329","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"765","DR97337","如意金黄散","1","DS18674","如意金黄散","1","DG9269","如意金黄散","0.0308","DC158","外科清热利湿剂","0.2085","DC28","外科清热剂","0.9798","DC3","外科用药","0.0185","DC1","中成药","0.6812","","","","","",""
"766","DR100830","利奈唑胺片","0.0769","DS2637","利奈唑胺","0.8667","DG10040","利奈唑胺","0.4412","DC734","其他抗菌药","0.0416","DC322","其他全身用抗菌药","0.0737","DC90","全身用抗菌药","0.9519","DC18","全身用抗感染药","0.1011","DC2","西药","0.7954","","",""
"767","DR102304","精蛋白重组人胰岛素混合注射液(50/50)","1","DS22907","精蛋白重组人胰岛素(50/50)","0.0769","DG9376","精蛋白重组人胰岛素","0.0282","DC1028","胰岛素及其类似物，中效","0.0571","DC506","胰岛素及其类似药物","0.3278","DC144","糖尿病用药","0.345","DC26","消化道和代谢方面的药物","0.3097","DC2","西药","0.7954","","",""
"768","DR103436","聚乙二醇干扰素α-2b注射液","1","DS21618","聚乙二醇干扰素α-2b","1","DG12377","聚乙二醇干扰素α-2b","0.95","DC238","干扰素类","0.0186","DC65","免疫兴奋剂","0.5933","DC14","抗肿瘤药及免疫调节剂","0.0079","DC2","西药","0.7954","","","","","",""
"769","DR102474","冻干重组人脑利钠肽","1","DS22019","重组人脑利钠肽","1","DG11456","重组人脑利钠肽","0.0001","DC1052","其他的心脏疾病用药","0.3715","DC517","其他心脏疾病用药","0.6731","DC147","心脏治疗药","0.2061","DC27","心血管系统","0.6531","DC2","西药","0.7954","","",""
"770","DR102259","头孢地尼片","0.0259","DS2874","头孢地尼","1","DG12162","头孢地尼","0.1339","DC726","第三代头孢菌素","0.7226","DC321","其他β-内酰胺类抗菌药","0.5027","DC90","全身用抗菌药","0.9519","DC18","全身用抗感染药","0.1011","DC2","西药","0.7954","","",""
"771","DR1522","扎来普隆片","0.375","DS1513","扎来普隆","1","DG10641","扎来普隆","0.0123","DC837","苯二氮卓类相关药物","0.0701","DC373","催眠药和镇静药","0.7896","DC104","精神安定药","0.1691","DC20","神经系统药物","0.6013","DC2","西药","0.7954","","",""
"772","DR481","银杏叶滴丸","1","DS2188","银杏叶滴丸","1","DG1341","银杏叶滴丸","0.0068","DC205","内科化瘀宽胸剂","0.133","DC51","内科祛瘀剂","0.8818","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"773","DR2051","护肝胶囊","1","DS119","护肝胶囊","1","DG7278","护肝胶囊","0.0076","DC556","清肝解毒剂","0.5311","DC178","内科清脏腑热剂","0.1506","DC44","内科清热剂","0.0429","DC10","内科用药","0.9704","DC1","中成药","0.6812","","",""
"774","DR1854","复方甘草片","0.22","DS1552","复方甘草","1","DG12922","复方甘草","0.7696","DC762","其他止咳药与祛痰药的复方制剂","0.9317","DC330","镇咳药与祛痰药的复方","0.0727","DC92","咳嗽和感冒制剂","0.5626","DC19","呼吸系统","0.0652","DC2","西药","0.7954","","",""
"775","DR2361","醋酸甲羟孕酮片","1","DS487","醋酸甲羟孕酮","1","DG12971","甲羟孕酮","0.6667","DC667","孕甾烯（4）衍生物","0.375","DC304","孕激素类","0.0497","DC83","生殖系统的性激素和调节剂","0.008","DC17","泌尿生殖系统药和性激素","0.0872","DC2","西药","0.7954","","",""
"776","DR1377","硫酸氢氯吡格雷片","1","DS1829","硫酸氢氯吡格雷","1","DG476","氯吡格雷","0.2215","DC449","血小板凝聚抑制剂，肝素除外","0.9574","DC126","抗血栓形成药","0.6004","DC24","血液和造血器官药","0.6434","DC2","西药","0.7954","","","","","",""
"777","DR2336","甲睾酮片","1","DS2229","甲睾酮","1","DG12585","甲睾酮","0.4","DC665","3-氧化雄烯（4）衍生物","1","DC303","雄激素类","0.0311","DC83","生殖系统的性激素和调节剂","0.008","DC17","泌尿生殖系统药和性激素","0.0872","DC2","西药","0.7954","","",""
"778","DR71793","虚汗停颗粒","1","DS3693","虚汗停颗粒","1","DG9294","虚汗停颗粒","0.0224","DC226","内科益气养阴剂","0.0285","DC57","内科扶正剂","0.0819","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"779","DR1244","阿托伐他汀钙胶囊","0.3415","DS1849","阿托伐他汀钙","1","DG13628","阿托伐他汀","0.3971","DC1094","HMG-CoA还原酶抑制剂","0.9936","DC546","单方调节血脂药","0.9997","DC153","调节血脂药","0.6449","DC27","心血管系统","0.6531","DC2","西药","0.7954","","",""
"780","DR1218","赖脯胰岛素注射液","1","DS1862","赖脯胰岛素","1","DG13169","赖脯胰岛素","0.0257","DC1030","胰岛素及其类似物，短效","0.574","DC506","胰岛素及其类似药物","0.3278","DC144","糖尿病用药","0.345","DC26","消化道和代谢方面的药物","0.3097","DC2","西药","0.7954","","",""
"781","DR1682","包醛氧淀粉胶囊","0.4","DS2658","包醛氧淀粉","1","DG5814","包醛氧淀粉","0.6522","DC681","其他泌尿系统用药","0.0018","DC308","其他泌尿系统药物，包括解痉药","0.7294","DC84","泌尿系统药","0.8688","DC17","泌尿生殖系统药和性激素","0.0872","DC2","西药","0.7954","","",""
"782","DR2708","盐酸氨溴索口服溶液","0.2165","DS2241","盐酸氨溴索","0.9936","DG516","氨溴索","0.9225","DC766","粘液溶解药","1","DC332","不含复方镇咳药的祛痰药","0.8555","DC92","咳嗽和感冒制剂","0.5626","DC19","呼吸系统","0.0652","DC2","西药","0.7954","","",""
"783","DR819","醋酸泼尼松龙注射液","0.9161","DS2666","醋酸泼尼松龙","0.5741","DG12190","泼尼松龙","0.3824","DC935","弱效皮质激素类药（I组）","0.2835","DC429","皮质激素类的单方药","0.9319","DC120","皮科用皮质激素类","0.1463","DC23","皮肤病用药","0.0792","DC2","西药","0.7954","","",""
"784","DR819","醋酸泼尼松龙注射液","0.9161","DS2666","醋酸泼尼松龙","0.5741","DG12190","泼尼松龙","0.1292","DC867","眼科用皮质激素类的单方药","0.4248","DC382","眼科用抗炎药","0.053","DC106","眼科用药","1","DC21","感觉器官药物","0.402","DC2","西药","0.7954","","",""
"785","DR819","醋酸泼尼松龙注射液","0.9161","DS2666","醋酸泼尼松龙","0.5741","DG12190","泼尼松龙","0.0811","DC603","糖皮质激素类","1","DC262","全身用皮质激素的单方制剂","1","DC73","全身用皮质激素类","0.7202","DC15","系统性激素制剂，不含性激素和胰岛素","0.02","DC2","西药","0.7954","","",""
"786","DR81","盐酸地尔硫卓缓释胶囊","0.4737","DS2674","盐酸地尔硫卓","0.8636","DG11838","地尔硫卓","1","DC1070","苯噻硫卓衍生物","0.7432","DC524","直接作用于心脏的选择性钙通道阻滞剂","0.0026","DC148","钙通道阻滞剂","0.3841","DC27","心血管系统","0.6531","DC2","西药","0.7954","","",""
"787","DR1057","格列喹酮片","1","DS743","格列喹酮","1","DG13160","格列喹酮","0.0138","DC1027","磺酰脲类衍生物","0.4107","DC505","降血糖药物，不含胰岛素","0.8388","DC144","糖尿病用药","0.345","DC26","消化道和代谢方面的药物","0.3097","DC2","西药","0.7954","","",""
"788","DR34601","脑安颗粒","1","DS3271","脑安颗粒","1","DG9313","脑安颗粒","0.2026","DC199","内科益气活血剂","0.4116","DC51","内科祛瘀剂","0.8818","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"789","DR102001","沙格列汀片","1","DS22258","沙格列汀","1","DG12292","沙格列汀","0.6364","DC1023","二肽基肽酶-4(DDP-4)抑制剂","0.0021","DC505","降血糖药物，不含胰岛素","0.8388","DC144","糖尿病用药","0.345","DC26","消化道和代谢方面的药物","0.3097","DC2","西药","0.7954","","",""
"790","DR102208","门冬氨酸氨氯地平片","1","DS22959","门冬氨酸氨氯地平","0","DG9361","氨氯地平","0.3997","DC1067","二氢吡啶衍生物类","0.9979","DC522","主要作用于血管的选择性钙通道阻滞剂","0.9981","DC148","钙通道阻滞剂","0.3841","DC27","心血管系统","0.6531","DC2","西药","0.7954","","",""
"791","DR102218","利奈唑胺葡萄糖注射液","1","DS22966","利奈唑胺葡萄糖","0.1333","DG10040","利奈唑胺","0.4412","DC734","其他抗菌药","0.0416","DC322","其他全身用抗菌药","0.0737","DC90","全身用抗菌药","0.9519","DC18","全身用抗感染药","0.1011","DC2","西药","0.7954","","",""
"792","DR102252","非诺贝特片(III)","1","DS20541","非诺贝特(Ⅲ)","0.0134","DG13333","非诺贝特","1","DC1096","贝特类","0.0054","DC546","单方调节血脂药","0.9997","DC153","调节血脂药","0.6449","DC27","心血管系统","0.6531","DC2","西药","0.7954","","",""
