,product_name,trad_name,generic_name,generic_id,real,real_name
3437,氧氟沙星胶囊,,氧氟沙星,DS1601,氧氟沙星胶囊,氧氟沙星胶囊
3438,氧氟沙星颗粒,,氧氟沙星,DS1601,氧氟沙星颗粒,氧氟沙星颗粒
3439,氧氟沙星栓,,氧氟沙星,DS1601,氧氟沙星栓,氧氟沙星栓
3440,氧化淀粉,,氧化淀粉,DS20330,氧化淀粉,氧化淀粉
3441,叶绿素铜钠胶囊,,叶绿素铜钠,DS20324,叶绿素铜钠胶囊,叶绿素铜钠胶囊
3442,叶酸维B12片,,叶酸维B12,DS20323,叶酸维B12片,叶酸维B12片
3443,伊班膦酸钠注射液,,伊班膦酸钠,DS20320,伊班膦酸钠注射液,伊班膦酸钠注射液
3444,伊维菌素咀嚼片,海正麦克丁,伊维菌素,DS20318,伊维菌素咀嚼片,伊维菌素咀嚼片
3446,依那普利氢氯噻嗪片,久保克,依那普利氢氯噻嗪,DS20302,依那普利氢氯噻嗪片,依那普利氢氯噻嗪片
3447,依诺沙星软膏,,依诺沙星,DS1512,依诺沙星软膏,依诺沙星软膏
3448,依他尼酸片,,依他尼酸,DS20299,依他尼酸片,依他尼酸片
3449,依托度酸胶囊,,依托度酸,DS20295,依托度酸胶囊,依托度酸胶囊
3450,依托芬那酯乳膏,优迈,依托芬那酯,DS20292,依托芬那酯乳膏,依托芬那酯乳膏
3451,乙胺吡嗪利福异烟片,,乙胺吡嗪利福异烟,DS20287,乙胺吡嗪利福异烟片,乙胺吡嗪利福异烟片
3453,乙胺利福异烟片,,乙胺利福异烟,DS20286,乙胺利福异烟片,乙胺利福异烟片
3456,乙酰谷酰胺氯化钠注射液,,乙酰谷酰胺氯化钠,DS20268,乙酰谷酰胺氯化钠注射液,乙酰谷酰胺氯化钠注射液
3457,乙酰麦迪霉素颗粒,美加欣,乙酰麦迪霉素,DS20264,乙酰麦迪霉素颗粒,乙酰麦迪霉素颗粒
3458,乙酰麦迪霉素片,,乙酰麦迪霉素,DS20264,乙酰麦迪霉素片,乙酰麦迪霉素片
3459,乙酰水杨酸孕烯诺龙片,,乙酰水杨酸孕烯诺龙,DS20260,乙酰水杨酸孕烯诺龙片,乙酰水杨酸孕烯诺龙片
3460,乙酰乌头碱片,,乙酰乌头碱,DS20259,乙酰乌头碱片,乙酰乌头碱片
3461,乙氧苯柳胺软膏,艾迪特,乙氧苯柳胺,DS20258,乙氧苯柳胺软膏,乙氧苯柳胺软膏
3462,异丙托溴铵气雾剂,,异丙托溴铵,DS35,异丙托溴铵气雾剂,异丙托溴铵气雾剂
3464,异维A酸红霉素凝胶,异维A酸红霉素凝胶,异维A酸红霉素,DS20241,异维A酸红霉素凝胶,异维A酸红霉素凝胶
3465,异戊巴比妥片,,异戊巴比妥,DS20239,异戊巴比妥片,异戊巴比妥片
3466,异烟肼维B6片,,异烟肼维B6,DS20237,异烟肼维B6片,异烟肼维B6片
3467,益多酯胶囊,,益多酯,DS20231,益多酯胶囊,益多酯胶囊
3468,益多酯片,,益多酯,DS20231,益多酯片,益多酯片
3469,银耳孢糖肠溶胶囊,,银耳孢糖,DS20223,银耳孢糖肠溶胶囊,银耳孢糖肠溶胶囊
3470,吲达帕胺滴丸,,吲达帕胺,DS1596,吲达帕胺滴丸,吲达帕胺滴丸
3471,吲哚布芬片,辛贝,吲哚布芬,DS20118,吲哚布芬片,吲哚布芬片
3472,吲哚拉辛肠溶胶囊,,吲哚拉辛,DS20116,吲哚拉辛肠溶胶囊,吲哚拉辛肠溶胶囊
3473,吲哚洛尔片,,吲哚洛尔,DS20115,吲哚洛尔片,吲哚洛尔片
3474,注射用抑肽酶,赫泰林,抑肽酶,DS20235,注射用抑肽酶,注射用抑肽酶
3475,注射用因卡膦酸二钠,茵福,因卡膦酸二钠,DS20224,注射用因卡膦酸二钠,注射用因卡膦酸二钠
3476,注射用吲哚菁绿,,吲哚菁绿,DS20117,注射用吲哚菁绿,注射用吲哚菁绿
3477,注射用蔗糖铁,,蔗糖铁,DS3049,注射用蔗糖铁,注射用蔗糖铁
3479,转移因子胶囊,,转移因子,DS2173,转移因子胶囊,转移因子胶囊
3480,转移因子注射液,转移因子注射液,转移因子,DS2173,转移因子注射液,转移因子注射液
3481,棕榈氯霉素(B型)片,,棕榈氯霉素(B型),DS19983,棕榈氯霉素(B型)片,棕榈氯霉素(B型)片
3482,棕榈氯霉素混悬液,,棕榈氯霉素,DS19985,棕榈氯霉素混悬液,棕榈氯霉素混悬液
3483,左羟丙哌嗪含片,及舒,左羟丙哌嗪,DS19977,左羟丙哌嗪含片,左羟丙哌嗪含片
3484,左羟丙哌嗪胶囊,,左羟丙哌嗪,DS19977,左羟丙哌嗪胶囊,左羟丙哌嗪胶囊
3485,左炔诺孕酮肠溶胶囊,左炔诺孕酮肠溶胶囊,左炔诺孕酮,DS21897,左炔诺孕酮肠溶胶囊,左炔诺孕酮肠溶胶囊
3486,左炔诺孕酮肠溶片,左炔诺孕酮肠溶片,左炔诺孕酮,DS21897,左炔诺孕酮肠溶片,左炔诺孕酮肠溶片
3487,左炔诺孕酮滴丸,,左炔诺孕酮,DS21897,左炔诺孕酮滴丸,左炔诺孕酮滴丸
3489,左炔诺孕酮炔雌醇(三相)片,左炔诺孕酮炔雌醇(三相)片,左炔诺孕酮炔雌醇,DS19972,左炔诺孕酮炔雌醇(三相)片,左炔诺孕酮炔雌醇(三相)片
3490,左炔诺孕酮炔雌醚片,左炔诺孕酮炔雌醚片,左炔诺孕酮炔雌醚,DS19971,左炔诺孕酮炔雌醚片,左炔诺孕酮炔雌醚片
3492,左氧氟沙星片,可乐必妥,左氧氟沙星,DS2249,左氧氟沙星片,左氧氟沙星片
3493,佐米曲普坦胶囊,林可舒,佐米曲普坦,DS102,佐米曲普坦胶囊,佐米曲普坦胶囊
3494,佐米曲普坦口腔崩解片,,佐米曲普坦,DS102,佐米曲普坦口腔崩解片,佐米曲普坦口腔崩解片
3495,白纸扇感冒颗粒,,白纸扇感冒颗粒,DS14829,白纸扇感冒颗粒,白纸扇感冒颗粒
3496,百合固金口服液,,百合固金口服液,DS13743,百合固金口服液,百合固金口服液
3497,板蓝大青片,,板蓝大青片,DS14865,板蓝大青片,板蓝大青片
3498,板蓝根滴丸,伊顺,板蓝根滴丸,DS14866,板蓝根滴丸,板蓝根滴丸
3499,明目地黄丸 (水蜜丸),明目地黄丸 (水蜜丸),明目地黄丸,DS1364,明目地黄丸 (水蜜丸),明目地黄丸 (水蜜丸)
3500,苓桂咳喘宁胶囊,苓桂咳喘宁胶囊,苓桂咳喘宁胶囊,DS17050,苓桂咳喘宁胶囊,苓桂咳喘宁胶囊
3501,消肿止痛贴,消肿止痛贴,消肿止痛贴,DS16589,消肿止痛贴,消肿止痛贴
3502,感冒清热软胶囊,感冒清热软胶囊,感冒清热软胶囊,DS16757,感冒清热软胶囊,感冒清热软胶囊
3503,感冒清热咀嚼片,感冒清热咀嚼片,感冒清热咀嚼片,DS14839,感冒清热咀嚼片,感冒清热咀嚼片
3504,消痔灵注射液,消痔灵注射液,消痔灵注射液,DS18131,消痔灵注射液,消痔灵注射液
3505,消银片,消银片,消银片,DS18116,消银片,消银片
3506,消炎止痛膏,消炎止痛膏,消炎止痛膏,DS14380,消炎止痛膏,消炎止痛膏
3507,双黄消炎片,双黄消炎片,双黄消炎片,DS15952,双黄消炎片,双黄消炎片
3508,肾炎舒颗粒,肾炎舒颗粒,肾炎舒颗粒,DS12681,肾炎舒颗粒,肾炎舒颗粒
3509,肾炎舒胶囊,肾炎舒胶囊,肾炎舒胶囊,DS13682,肾炎舒胶囊,肾炎舒胶囊
3511,消炎利胆颗粒,消炎利胆颗粒,消炎利胆颗粒,DS13688,消炎利胆颗粒,消炎利胆颗粒
3514,注射用阿糖腺苷,,阿糖腺苷,DS22681,注射用阿糖腺苷,注射用阿糖腺苷
3516,注射用氨茶碱,星尤善,氨茶碱,DS1610,注射用氨茶碱,注射用氨茶碱
3517,注射用棓丙酯,奥瑞可,棓丙酯,DS20153,注射用棓丙酯,注射用棓丙酯
3519,注射用苯妥英钠,,苯妥英钠,DS1250,注射用苯妥英钠,注射用苯妥英钠
3520,注射用比伐芦定,泰加宁,比伐卢定,DS20186,注射用比伐芦定,注射用比伐芦定
3521,注射用吡拉西坦,欣奥欣,吡拉西坦,DS534,注射用吡拉西坦,注射用吡拉西坦
3525,注射用地西他滨,,地西他滨,DS20399,注射用地西他滨,注射用地西他滨
3526,注射用蜂毒,,蜂毒,DS20573,注射用蜂毒,注射用蜂毒
3532,注射用复方甘草酸单铵S,,复方甘草酸单铵S,DS3744,注射用复方甘草酸单铵S,注射用复方甘草酸单铵S
3534,注射用复合维生素B,,复合维生素B,DS739,注射用复合维生素B,注射用复合维生素B
3535,注射用肝水解肽,,肝水解肽,DS21249,注射用肝水解肽,注射用肝水解肽
3536,注射用核糖核酸,,核糖核酸,DS21364,注射用核糖核酸,注射用核糖核酸
3537,注射用琥珀氯霉素,,琥珀氯霉素,DS21375,注射用琥珀氯霉素,注射用琥珀氯霉素
3540,注射用甲硫氨酸维B1,悦康琦,甲硫氨酸维B1,DS699,注射用甲硫氨酸维B1,注射用甲硫氨酸维B1
3541,注射用甲硝唑,威迪乐,甲硝唑,DS1216,注射用甲硝唑,注射用甲硝唑
3543,注射用硫普罗宁,,硫普罗宁,DS491,注射用硫普罗宁,注射用硫普罗宁
3545,注射用硫酸镁,天甲元,硫酸镁,DS1585,注射用硫酸镁,注射用硫酸镁
3546,注射用硫酸软骨素,伏旨平,硫酸软骨素,DS22298,注射用硫酸软骨素,注射用硫酸软骨素
3548,注射用硫辛酸,奥天利,硫辛酸,DS708,注射用硫辛酸,注射用硫辛酸
3549,注射用吗替麦考酚酯,,吗替麦考酚酯,DS323,注射用吗替麦考酚酯,注射用吗替麦考酚酯
3551,注射用米力农,,米力农,DS143,注射用米力农,注射用米力农
3553,注射用尿促卵泡素,丽申宝,尿促卵泡素,DS21440,注射用尿促卵泡素,注射用尿促卵泡素
3554,注射用喷昔洛韦,恒奥普康,喷昔洛韦,DS21403,注射用喷昔洛韦,注射用喷昔洛韦
3555,注射用葡醛酸钠,唯每乐,葡醛酸钠,DS21368,注射用葡醛酸钠,注射用葡醛酸钠
3556,注射用普罗瑞林,,普罗瑞林,DS21340,注射用普罗瑞林,注射用普罗瑞林
3557,注射用前列地尔干乳剂,,前列地尔,DS1568,注射用前列地尔干乳剂,注射用前列地尔干乳剂
3558,注射用青蒿琥酯,注射用青蒿琥酯,青蒿琥酯,DS2309,注射用青蒿琥酯,注射用青蒿琥酯
3559,注射用去水卫矛醇,,去水卫矛醇,DS21232,注射用去水卫矛醇,注射用去水卫矛醇
3561,注射用石杉碱甲,瑞立速,石杉碱甲,DS385,注射用石杉碱甲,注射用石杉碱甲
3563,注射用双半胱氨酸,,双半胱氨酸,DS21063,注射用双半胱氨酸,注射用双半胱氨酸
3566,注射用特利加压素,注射用特利加压素,特利加压素,DS20901,注射用特利加压素,注射用特利加压素
3567,注射用替加环素,泰阁,替加环素,DS20895,注射用替加环素,注射用替加环素
3568,注射用天麻素,注射用天麻素,天麻素,DS3028,注射用天麻素,注射用天麻素
3569,注射用头孢匹胺,注射用头孢匹胺,头孢匹胺,DS20866,注射用头孢匹胺,注射用头孢匹胺
3573,注射用细辛脑,,细辛脑,DS1263,注射用细辛脑,注射用细辛脑
3574,注射用纤溶酶,,纤溶酶,DS2871,注射用纤溶酶,注射用纤溶酶
3575,注射用硝卡芥,注射用硝卡芥,硝卡芥,DS20606,注射用硝卡芥,注射用硝卡芥
3576,注射用心肌肽,开地米丁,心肌肽,DS20452,注射用心肌肽,注射用心肌肽
3577,注射用胸腺肽α1,基泰,胸腺肽α1,DS3448,注射用胸腺肽α1,注射用胸腺肽α1
3578,注射用亚锡二巯丁二钠,,亚锡二巯丁二钠,DS20370,注射用亚锡二巯丁二钠,注射用亚锡二巯丁二钠
3579,注射用亚锡焦磷酸钠,,亚锡焦磷酸钠,DS20367,注射用亚锡焦磷酸钠,注射用亚锡焦磷酸钠
3580,注射用亚锡葡庚糖酸钠,,亚锡葡庚糖酸钠,DS20364,注射用亚锡葡庚糖酸钠,注射用亚锡葡庚糖酸钠
3581,注射用亚锡亚甲基二膦酸盐,,亚锡亚甲基二膦酸盐,DS20357,注射用亚锡亚甲基二膦酸盐,注射用亚锡亚甲基二膦酸盐
3582,注射用亚锡依替菲宁,,亚锡依替菲宁,DS20356,注射用亚锡依替菲宁,注射用亚锡依替菲宁
3583,注射用亚叶酸钙,,亚叶酸钙,DS1098,注射用亚叶酸钙,注射用亚叶酸钙
3584,注射用烟酰胺,,烟酰胺,DS20347,注射用烟酰胺,注射用烟酰胺
3604,阿西美辛胶囊,,阿西美辛,DS20027,阿西美辛胶囊,阿西美辛胶囊
3605,阿昔洛韦眼膏,,阿昔洛韦,DS465,阿昔洛韦眼膏,阿昔洛韦眼膏
3606,阿折地平胶囊,,阿折地平,DS2643,阿折地平胶囊,阿折地平胶囊
3607,安钠咖片,,安钠咖,DS20040,安钠咖片,安钠咖片
3608,氨苄西林干混悬剂,氨苄西林干混悬剂,氨苄西林,DS20048,氨苄西林干混悬剂,氨苄西林干混悬剂
3609,氨丁三醇注射液,,氨丁三醇,DS20058,氨丁三醇注射液,氨丁三醇注射液
3610,氨酚比林注射液,氨酚比林注射液,氨酚比林,DS20063,氨酚比林注射液,氨酚比林注射液
3611,氨咖麻敏胶囊,,氨咖麻敏,DS20121,氨咖麻敏胶囊,氨咖麻敏胶囊
3612,氨林酚咖胶囊,,氨林酚咖,DS20123,氨林酚咖胶囊,氨林酚咖胶囊
3614,氨糖美辛肠溶胶囊,,氨糖美辛,DS2819,氨糖美辛肠溶胶囊,氨糖美辛肠溶胶囊
3615,奥拉西坦胶囊,健朗星,奥拉西坦,DS2243,奥拉西坦胶囊,奥拉西坦胶囊
3617,奥沙普秦肠溶片,,奥沙普秦,DS20143,奥沙普秦肠溶片,奥沙普秦肠溶片
3618,奥硝唑栓,,奥硝唑,DS1963,奥硝唑栓,奥硝唑栓
3619,巴柳氮钠胶囊,,巴柳氮钠,DS20148,巴柳氮钠胶囊,巴柳氮钠胶囊
3620,棓丙酯氯化钠注射液,,棓丙酯氯化钠,DS20154,棓丙酯氯化钠注射液,棓丙酯氯化钠注射液
3621,薄荷尿素贴膏,,薄荷尿素,DS20160,薄荷尿素贴膏,薄荷尿素贴膏
3622,贝诺酯分散片,,贝诺酯,DS20165,贝诺酯分散片,贝诺酯分散片
3623,贝诺酯维B1颗粒,,贝诺酯维B1,DS20166,贝诺酯维B1颗粒,贝诺酯维B1颗粒
3625,吡哌酸颗粒,,吡哌酸,DS1037,吡哌酸颗粒,吡哌酸颗粒
3627,丙戊酰胺胶囊,,丙戊酰胺,DS20206,丙戊酰胺胶囊,丙戊酰胺胶囊
3629,菠萝蛋白酶肠溶片,,菠萝蛋白酶,DS20216,菠萝蛋白酶肠溶片,菠萝蛋白酶肠溶片
3630,布洛芬缓释混悬液,布洛芬缓释混悬液,布洛芬,DS1581,布洛芬缓释混悬液,布洛芬缓释混悬液
3631,布洛芬口腔崩解片,,布洛芬,DS1581,布洛芬口腔崩解片,布洛芬口腔崩解片
3632,布洛伪麻缓释胶囊,,布洛伪麻,DS61,布洛伪麻缓释胶囊,布洛伪麻缓释胶囊
3633,布洛伪麻软胶囊,普洛必达,布洛伪麻,DS61,布洛伪麻软胶囊,布洛伪麻软胶囊
3634,草乌甲素口服溶液,,草乌甲素,DS2545,草乌甲素口服溶液,草乌甲素口服溶液
3635,茶碱麻黄碱胶囊,,茶碱麻黄碱,DS20226,茶碱麻黄碱胶囊,茶碱麻黄碱胶囊
3641,大蒜肠溶片,,大蒜,DS20310,大蒜肠溶片,大蒜肠溶片
3642,大蒜素软胶囊,,大蒜素,DS3470,大蒜素软胶囊,大蒜素软胶囊
3643,胆维丁乳,,胆维丁,DS20339,胆维丁乳,胆维丁乳
3644,锝[99mTc]聚合白蛋白注射液,,锝[99mTc]聚合白蛋白,DS20345,锝[99mTc]聚合白蛋白注射液,锝[99mTc]聚合白蛋白注射液
3649,阿胶养血颗粒,,阿胶养血颗粒,DS17246,阿胶养血颗粒,阿胶养血颗粒
3650,八珍袋泡茶,,八珍袋泡茶,DS17249,八珍袋泡茶,八珍袋泡茶
3651,补气和血胶囊,,补气和血胶囊,DS17252,补气和血胶囊,补气和血胶囊
3652,注射用血栓通(冻干),,注射用血栓通(冻干),DS3465,注射用血栓通(冻干),注射用血栓通(冻干)
3653,鹿茸洋参片,,鹿茸洋参片,DS17328,鹿茸洋参片,鹿茸洋参片
3654,浓缩养荣丸,,浓缩养荣丸,DS17332,浓缩养荣丸,浓缩养荣丸
3655,芪参补血口服液,,芪参补血口服液,DS17338,芪参补血口服液,芪参补血口服液
3656,羚翘解毒片,,羚翘解毒片,DS11847,羚翘解毒片,羚翘解毒片
3657,去感热口服液,,去感热口服液,DS11848,去感热口服液,去感热口服液
3658,龙生蛭胶囊,龙生蛭胶囊,龙生蛭胶囊,DS11884,龙生蛭胶囊,龙生蛭胶囊
3659,芪丹通络颗粒,,芪丹通络颗粒,DS11889,芪丹通络颗粒,芪丹通络颗粒
3660,芪龙胶囊,,芪龙胶囊,DS11891,芪龙胶囊,芪龙胶囊
3661,芪龙通络胶囊,,芪龙通络胶囊,DS11892,芪龙通络胶囊,芪龙通络胶囊
3662,芪芎通络胶囊,,芪芎通络胶囊,DS11894,芪芎通络胶囊,芪芎通络胶囊
3663,芪血通络片,,芪血通络片,DS11895,芪血通络片,芪血通络片
3664,芪蛭通络胶囊,芪蛭通络胶囊,芪蛭通络胶囊,DS11897,芪蛭通络胶囊,芪蛭通络胶囊
3665,强力脑心康片,,强力脑心康片,DS11900,强力脑心康片,强力脑心康片
3666,三参通脉合剂,,三参通脉合剂,DS11901,三参通脉合剂,三参通脉合剂
3667,山玫胶囊,,山玫胶囊,DS11902,山玫胶囊,山玫胶囊
3668,鹿尾补肾丸,,鹿尾补肾丸,DS18276,鹿尾补肾丸,鹿尾补肾丸
3669,鹿仙补肾片,,鹿仙补肾片,DS18278,鹿仙补肾片,鹿仙补肾片
3670,七味温阳胶囊,,七味温阳胶囊,DS18286,七味温阳胶囊,七味温阳胶囊
3671,芪鹿益肾片,,芪鹿益肾片,DS18288,芪鹿益肾片,芪鹿益肾片
3672,杞参补肾颗粒,,杞参补肾颗粒,DS18290,杞参补肾颗粒,杞参补肾颗粒
3673,杞鹿温肾胶囊,,杞鹿温肾胶囊,DS18291,杞鹿温肾胶囊,杞鹿温肾胶囊
3674,杞茸助阳口服液,,杞茸助阳口服液,DS18292,杞茸助阳口服液,杞茸助阳口服液
3675,杞蓉片,,杞蓉片,DS18294,杞蓉片,杞蓉片
3676,强龙益肾片,,强龙益肾片,DS18298,强龙益肾片,强龙益肾片
3677,强肾片,,强肾片,DS18300,强肾片,强肾片
3678,清宫长春片,,清宫长春片,DS18306,清宫长春片,清宫长春片
3679,全杜仲胶囊,,全杜仲胶囊,DS18308,全杜仲胶囊,全杜仲胶囊
3680,茸参补肾胶囊,,茸参补肾胶囊,DS18310,茸参补肾胶囊,茸参补肾胶囊
3681,茸芪益肾口服液,,茸芪益肾口服液,DS18313,茸芪益肾口服液,茸芪益肾口服液
3682,茸杞补肾健脾茶,茸杞补肾健脾茶,茸杞补肾健脾茶,DS18314,茸杞补肾健脾茶,茸杞补肾健脾茶
3683,三鞭温阳胶囊,,三鞭温阳胶囊,DS18317,三鞭温阳胶囊,三鞭温阳胶囊
3684,蛇参胶囊,,蛇参胶囊,DS18322,蛇参胶囊,蛇参胶囊
3685,肾宝片,,肾宝片,DS18326,肾宝片,肾宝片
3686,肾阳胶囊,,肾阳胶囊,DS18328,肾阳胶囊,肾阳胶囊
3687,四子填精胶囊,四子填精胶囊,四子填精胶囊,DS18335,四子填精胶囊,四子填精胶囊
3688,锁阳补肾胶囊,,锁阳补肾胶囊,DS18337,锁阳补肾胶囊,锁阳补肾胶囊
3689,天蛾补肾口服液,,天蛾补肾口服液,DS18339,天蛾补肾口服液,天蛾补肾口服液
3690,天蓉益肾合剂,,天蓉益肾合剂,DS18343,天蓉益肾合剂,天蓉益肾合剂
3691,通络补肾酒,,通络补肾酒,DS18345,通络补肾酒,通络补肾酒
3692,温补肾阳酒,,温补肾阳酒,DS18347,温补肾阳酒,温补肾阳酒
3693,五加茸血口服液,,五加茸血口服液,DS18349,五加茸血口服液,五加茸血口服液
3694,五子衍宗软胶囊,,五子衍宗软胶囊,DS18355,五子衍宗软胶囊,五子衍宗软胶囊
3695,仙参口服液,,仙参口服液,DS18357,仙参口服液,仙参口服液
3696,维C银翘软胶囊,维C银翘软胶囊,维C银翘软胶囊,DS18367,维C银翘软胶囊,维C银翘软胶囊
3697,银翘伤风胶囊,,银翘伤风胶囊,DS18371,银翘伤风胶囊,银翘伤风胶囊
3698,铁帚清浊丸,,铁帚清浊丸,DS18375,铁帚清浊丸,铁帚清浊丸
3699,皖贝止咳胶囊,,皖贝止咳胶囊,DS18378,皖贝止咳胶囊,皖贝止咳胶囊
3700,小儿肺热平胶囊,,小儿肺热平胶囊,DS18385,小儿肺热平胶囊,小儿肺热平胶囊
3701,小儿金丹,,小儿金丹,DS18389,小儿金丹,小儿金丹
3708,氧氟沙星凝胶,,氧氟沙星,DS1601,氧氟沙星凝胶,氧氟沙星凝胶
3709,氧氟沙星注射液,,氧氟沙星,DS1601,氧氟沙星注射液,氧氟沙星注射液
3710,叶绿素铜钠乳膏,,叶绿素铜钠,DS20324,叶绿素铜钠乳膏,叶绿素铜钠乳膏
3711,依那普利氢氯噻嗪咀嚼片,,依那普利氢氯噻嗪,DS20302,依那普利氢氯噻嗪咀嚼片,依那普利氢氯噻嗪咀嚼片
3712,依托度酸缓释片,依芬,依托度酸,DS20295,依托度酸缓释片,依托度酸缓释片
3713,依托红霉素混悬液,,依托红霉素,DS1932,依托红霉素混悬液,依托红霉素混悬液
3714,乙琥胺糖浆,信谊万象,乙琥胺,DS20273,乙琥胺糖浆,乙琥胺糖浆
3715,乙酰吉他霉素含片,爽宁,乙酰吉他霉素,DS1167,乙酰吉他霉素含片,乙酰吉他霉素含片
3716,异丙嗪胆汁片,,异丙嗪胆汁,DS20250,异丙嗪胆汁片,异丙嗪胆汁片
3717,异丁司特缓释片,司易可,异丁司特,DS20246,异丁司特缓释片,异丁司特缓释片
3718,左炔诺孕酮分散片,左炔诺孕酮分散片,左炔诺孕酮,DS21897,左炔诺孕酮分散片,左炔诺孕酮分散片
3719,左炔诺孕酮片,毓婷,左炔诺孕酮,DS21897,左炔诺孕酮片,左炔诺孕酮片
3720,唑尼沙胺片,唑尼沙胺片,唑尼沙胺,DS19966,唑尼沙胺片,唑尼沙胺片
3721,柏栀祛湿喷雾剂,浩诚,柏栀祛湿喷雾剂,DS14753,柏栀祛湿喷雾剂,柏栀祛湿喷雾剂
3722,感冒清热胶囊,感冒清热胶囊,感冒清热胶囊,DS17636,感冒清热胶囊,感冒清热胶囊
3723,半夏和胃颗粒,福星,半夏和胃颗粒,DS18550,半夏和胃颗粒,半夏和胃颗粒
3724,消炎片,消炎片,消炎片,DS16244,消炎片,消炎片
3725,消炎利胆软胶囊,消炎利胆软胶囊,消炎利胆软胶囊,DS15547,消炎利胆软胶囊,消炎利胆软胶囊
3726,注射用复方二氯醋酸二异丙胺,,复方二氯醋酸二异丙胺,DS20727,注射用复方二氯醋酸二异丙胺,注射用复方二氯醋酸二异丙胺
3727,注射用谷氨酸钠,未美,谷氨酸钠,DS1834,注射用谷氨酸钠,注射用谷氨酸钠
3729,注射用甲氧异腈,注射用甲氧异腈,甲氧异腈,DS21560,注射用甲氧异腈,注射用甲氧异腈
3730,注射用卡铂,,卡铂,DS2219,注射用卡铂,注射用卡铂
3735,注射用普罗碘铵,洛冠,普罗碘铵,DS21341,注射用普罗碘铵,注射用普罗碘铵
3736,注射用亚锡聚合白蛋白,,亚锡聚合白蛋白,DS20366,注射用亚锡聚合白蛋白,注射用亚锡聚合白蛋白
3737,注射用亚锡双半胱氨酸,,亚锡双半胱氨酸,DS20362,注射用亚锡双半胱氨酸,注射用亚锡双半胱氨酸
3744,薄荷活络膏,,薄荷活络膏,DS19539,薄荷活络膏,薄荷活络膏
3745,消栓颗粒,消栓颗粒,消栓颗粒,DS13185,消栓颗粒,消栓颗粒
3746,消栓口服液,消栓口服液,消栓口服液,DS11915,消栓口服液,消栓口服液
3747,宽中老蔻丸,宽中老蔻丸,宽中老蔻丸,DS12320,宽中老蔻丸,宽中老蔻丸
3748,六味木香散,,六味木香散,DS12324,六味木香散,六味木香散
3749,秘制舒肝丸,秘制舒肝丸,秘制舒肝丸,DS12326,秘制舒肝丸,秘制舒肝丸
3750,保妇康泡沫剂,,保妇康泡沫剂,DS17583,保妇康泡沫剂,保妇康泡沫剂
3751,保妇康阴道泡腾片,,保妇康阴道泡腾片,DS14755,保妇康阴道泡腾片,保妇康阴道泡腾片
3752,消渴清颗粒,消渴清颗粒,消渴清颗粒,DS12429,消渴清颗粒,消渴清颗粒
3753,六君子丸,六君子丸,六君子丸,DS13105,六君子丸,六君子丸
3754,柴银颗粒,柴银颗粒,柴银颗粒,DS14832,柴银颗粒,柴银颗粒
3755,玉液消渴颗粒,玉液消渴颗粒,玉液消渴颗粒,DS12461,玉液消渴颗粒,玉液消渴颗粒
3756,玉苓消渴茶,玉苓消渴茶,玉苓消渴茶,DS12458,玉苓消渴茶,玉苓消渴茶
3757,枸杞消渴胶囊,枸杞消渴胶囊,枸杞消渴胶囊,DS12017,枸杞消渴胶囊,枸杞消渴胶囊
3758,消咳喘分散片,消咳喘分散片,消咳喘分散片,DS16951,消咳喘分散片,消咳喘分散片
3760,保婴丹,,保婴丹,DS17801,保婴丹,保婴丹
3761,北豆根片,,北豆根片,DS17625,北豆根片,北豆根片
3762,消癌平分散片,消癌平分散片,消癌平分散片,DS15227,消癌平分散片,消癌平分散片
3763,乳癖消丸,乳癖消丸,乳癖消丸,DS15098,乳癖消丸,乳癖消丸
3764,贝沥止咳口服液,,贝沥止咳口服液,DS17805,贝沥止咳口服液,贝沥止咳口服液
3765,消癌平糖浆,消癌平糖浆,消癌平糖浆,DS15232,消癌平糖浆,消癌平糖浆
3766,贝羚胶囊,,贝羚胶囊,DS18118,贝羚胶囊,贝羚胶囊
3767,鼻舒适片,,鼻舒适片,DS16105,鼻舒适片,鼻舒适片
3768,鼻咽灵片,,鼻咽灵片,DS16109,鼻咽灵片,鼻咽灵片
3769,香砂六君丸,香砂六君丸,香砂六君丸,DS15781,香砂六君丸,香砂六君丸
3770,香连止泻片,香连止泻片,香连止泻片,DS18049,香连止泻片,香连止泻片
3771,香丹注射液,香丹注射液,香丹注射液,DS13114,香丹注射液,香丹注射液
3772,健儿膏,健儿膏,健儿膏,DS19049,健儿膏,健儿膏
3773,痹痛宁胶囊,,痹痛宁胶囊,DS16602,痹痛宁胶囊,痹痛宁胶囊
3774,健儿乐颗粒,健儿乐颗粒,健儿乐颗粒,DS13269,健儿乐颗粒,健儿乐颗粒
3775,碧云砂乙肝颗粒,,碧云砂乙肝颗粒,DS17660,碧云砂乙肝颗粒,碧云砂乙肝颗粒
3776,避瘟散,,避瘟散,DS13775,避瘟散,避瘟散
3777,便通片,,便通片,DS17099,便通片,便通片
3778,消瘰夏枯草膏,消瘰夏枯草膏,消瘰夏枯草膏,DS12806,消瘰夏枯草膏,消瘰夏枯草膏
3779,槟榔四消丸,,槟榔四消丸,DS15791,槟榔四消丸,槟榔四消丸
3780,冰连滴耳剂,,冰连滴耳剂,DS18682,冰连滴耳剂,冰连滴耳剂
3781,冰七片,,冰七片,DS12703,冰七片,冰七片
