,ID,PRODUCT_NAME,TRAD_NAME,CHINESE_PATENT_MEDICINE,SMALL_GENERIC_ID,LABEL_FORM_CODE,ACTUAL_FORM_CODE,DRUG_RULE_TYPE,CHRONIC_DRUG,TERM_ID,UPDATE_TIME,UPDATE_BY,DRUG_CODE,SPEC,PACK_SPEC,DOSAGE_UNIT,MIN_UNIT,MAX_UNIT,DOSAGE_UNIT_MIN_SCALE,MIN_UNIT_MAX_SCALE,SPEC_UNIT_MAX_SCALE,EXCEL_CODE,ACTUAL_FORM_NAME,IS_SUBMIT,IS_ENABLE,DRUG_TYPE,CREATE_TIME,STANDARD,PACK,DOSE_VERIFICATION,IS_PUBLISH,SF_FZYY,BIG_GENERIC_CODE,DISPOSED_PRODUCT_NAME,PY
2347,2348,DR3420,谷氨酸钠注射液,0,DS1834,19,1902,0,0,2014/6/3,5813,434,注射液,1,1,SI384,1,0,谷氨酸钠注射液,guansuannazhusheye,,,,,,,,,,,,,,,
2348,2349,DR1182,注射用乳糖酸红霉素,0,DS498,19,1910,2,0,2014/6/3,536,435,粉针剂,1,1,1,0,注射用乳糖酸红霉素,zhusheyongrutangsuanhongmeisu,,,,,,,,,,,,,,,,
2349,2350,DR1677,注射用甲硝唑磷酸二钠,0,DS147,19,1906,2,0,2014/6/3,7674,436,注射用无菌粉末,1,1,1,0,注射用甲硝唑磷酸二钠,zhusheyongjiaxiaozuolinsuanerna,,,,,,,,,,,,,,,,
2350,2351,DR2439,盐酸甲氧氯普胺注射液,0,DS23549,19,1902,0,0,2018/3/6,13:09,shinimin,3949,438,注射液,1,1,1,0,盐酸甲氧氯普胺注射液,yansuanjiayanglu:puanzhusheye,,,,,,,,,,,,,,
2351,2352,DR1370,重酒石酸间羟胺注射液,0,DS1210,19,1902,0,0,2014/6/3,4274,440,注射液,1,1,SI487,1,0,重酒石酸间羟胺注射液,zhongjiushisuanjianqianganzhusheye,,,,,,,,,,,,,,,
2352,2353,DR451,依降钙素注射液,0,DS2629,19,1902,0,0,2014/6/3,104,441,注射液,1,1,SI672,1,0,依降钙素注射液,yijianggaisuzhusheye,,,,,,,,,,,,,,,
2353,2354,DR246,胶体果胶铋胶,0,DS1835,1,102,0,0,2015/1/15,14:52,gutingting,6335,442,硬胶囊,0,0,SI362,0,0,胶体果胶铋胶,jiaotiguojiaobijiao,,,,,,,,,,,,,
2354,2355,DR806,环孢素注射液,山地明,0,DS1807,19,1902,0,0,2014/6/3,2357,444,注射液,1,1,SI787,1,0,环孢素注射液,huanbaosuzhusheye,,,,,,,,,,,,,,
2355,2356,DR709,肌苷葡萄糖注射液,0,DS149,19,1902,0,0,2014/6/3,1290,446,注射液,1,1,SI783,1,0,肌苷葡萄糖注射液,jiganputaotangzhusheye,,,,,,,,,,,,,,,
2356,2357,DR1969,吉非罗齐胶囊,0,DS2197,1,102,0,1,2014/6/3,5258,447,硬胶囊,1,1,SI550,1,0,吉非罗齐胶囊,jifeiluoqijiaonang,,,,,,,,,,,,,,,
2357,2358,DR1993,己烯雌酚注射液,0,DS1925,19,1902,0,0,2014/6/3,3284,449,注射液,1,1,SI634,1,0,己烯雌酚注射液,jixicifenzhusheye,,,,,,,,,,,,,,,
2358,2359,DR2661,加巴喷丁胶囊,0,DS2227,1,102,1,0,2014/6/3,8532,450,硬胶囊,1,1,SI844,1,0,加巴喷丁胶囊,jiabapendingjiaonang,,,,,,,,,,,,,,,
2359,2360,DR2261,重组人胰岛素注射液,混合优泌林笔芯,0,DS3706,19,1902,0,0,2014/6/3,495,803,注射液,1,1,SI408,1,0,重组人胰岛素注射液,zhongzurenyidaosuzhusheye,,,,,,,,,,,,,,
2360,2361,DR1505,精蛋白锌重组人胰岛素注射液,优泌林(,优泌林-中效,),0,DS20,19,1902,0,0,2014/9/12,15:18,yangruier,2801,805,注射液,1,1,SI411,1,0,精蛋白锌重组人胰岛素注射液,jingdanbaixinzhongzurenyidaosuzhusheye,,,,,,,,,,
2361,2362,DR3486,50/50混合重组人胰岛素注射液,甘舒霖50R（笔芯）,0,DS176,19,1902,0,0,2014/6/3,3054,808,注射液,1,1,SI410,1,0,50/50混合重组人胰岛素注射液,50/50hunhezhongzurenyidaosuzhusheye,,,,,,,,,,,,,,
2362,2363,DR3446,重组人粒细胞集落刺激因子注射液,惠尔血,0,DS178,19,1902,0,0,2014/6/3,2198,811,注射液,1,1,SI780,1,0,重组人粒细胞集落刺激因子注射液,zhongzurenlixibaojiluocijiyinzizhusheye,,,,,,,,,,,,,,
2363,2364,DR533,重组人表皮生长因子滴眼液(酵母),易贝,0,DS1602,15,1502,0,0,2017/11/20,17:14,wangqiang,1860,812,滴眼液,1,1,SI975,1,0,重组人表皮生长因子滴眼液(酵母),zhongzurenbiaopishengzhangyinzidiyanye(jiaomu),,,,,,,,,,,,
2364,2365,DR1476,制霉素片,0,DS1955,1,10103,2,0,2014/6/3,3351,816,薄膜衣片,1,1,SI391,1,0,制霉素片,zhimeisupian,,,,,,,,,,,,,,,
2365,2366,DR907,脂溶性维生素注射液（Ⅱ）,维他利匹特,0,DS3463,19,1902,0,0,2014/9/19,15:55,gulingling,1830,817,注射液,1,1,SI423,1,0,脂溶性维生素注射液(2),zhirongxingweishengsuzhusheye(2),,,,,,,,,,,,
2366,2367,DR2588,贞芪扶正颗粒,贞芪扶正颗粒,1,DS1872,5,501,0,0,2016/11/3,14:34,liuyan,123759,818,颗粒剂,1,1,SI8575,1,0,贞芪扶正颗粒,zhenqifuzhengkeli,,,,,,,,,,,,
2367,2368,DR1237,对氨基水杨酸异烟肼片,0,DS1956,1,101,0,0,2015/1/15,14:24,gulingling,5093,820,片剂,1,1,SI712,1,0,对氨基水杨酸异烟肼片,duianjishuiyangsuanyiyanjingpian,,,,,,,,,,,,,
2368,2369,DR2625,复方鱼腥草片,1,DS179,1,101,0,0,2014/6/3,5227,822,片剂,1,1,SI8588,1,0,复方鱼腥草片,fufangyuxingcaopian,,,,,,,,,,,,,,,
2369,2370,DR862,消旋卡多曲颗粒,乐度,0,DS1874,5,501,0,0,2016/1/28,11:02,gutingting,6206,823,颗粒剂,1,1,SI401,1,0,消旋卡多曲颗粒,xiaoxuankaduoqukeli,,,,,,,,,,,,
2370,2371,DR220,注射用12种复合维生素,0,DS1876,19,1913,0,0,2014/6/3,1823,926,冻干粉针,1,1,1,0,注射用12种复合维生素,zhusheyong12zhongfuheweishengsu,,,,,,,,,,,,,,,,
2371,2372,DR734,L-谷氨酰胺呱仑酸钠颗粒,0,DS2657,5,501,0,0,2014/6/3,2280,927,颗粒剂,1,1,SI444,1,0,l-谷氨酰胺呱仑酸钠颗粒,l-guanxianangualunsuannakeli,,,,,,,,,,,,,,,
2372,2373,DR1336,ω3鱼油脂肪乳注射液,0,DS1877,19,1902,0,0,2014/6/3,687,928,注射液,0,0,SI468,0,0,ω3鱼油脂肪乳注射液,,,,,,,,,,,,,,,,
2373,2374,DR2321,阿达帕林凝胶,达芙文,0,DS1241,12,1202,0,0,2014/6/3,1890,930,凝胶剂,1,1,SI605,1,0,阿达帕林凝胶,adapalinningjiao,,,,,,,,,,,,,,
2374,2375,DR538,阿德福韦酯胶囊,蓝正,0,DS1242,1,102,0,0,2016/1/11,13:33,huangmei,741,3,硬胶囊,1,1,SI721,1,0,阿德福韦酯胶囊,adefuweizhijiaonang,,,,,,,,,,,,
2375,2376,DR639,阿德福韦酯片,0,DS1242,1,101,0,0,2016/1/11,13:25,huangmei,7947,4,片剂,1,1,SI721,1,0,阿德福韦酯片,adefuweizhipian,,,,,,,,,,,,,
2376,2377,DR1287,阿法骨化醇软胶囊,阿法迪三,0,DS1603,1,103,0,0,2016/1/11,14:12,huangmei,2783,5,软胶囊,1,1,SI424,1,0,阿法骨化醇软胶囊,afaguhuachunruanjiaonang,,,,,,,,,,,,
2377,2378,DR384,阿法骨化醇胶丸,阿法D3,0,DS1603,1,10301,0,0,2016/1/11,15:51,huangmei,2118,6,胶丸,1,1,1,0,阿法骨化醇胶丸,afaguhuachunjiaowan,,,,,,,,,,,,,
2378,2379,DR2924,阿卡波糖胶囊,贝啡,0,DS1604,1,102,0,1,2016/1/12,9:01,huangmei,3016,7,硬胶囊,1,1,SI415,1,0,阿卡波糖胶囊,akabotangjiaonang,,,,,,,,,,,,
2379,2380,DR771,注射用阿洛西林钠,注射用阿洛西林钠,0,DS2256,19,1906,2,0,2014/6/3,5674,9,注射用无菌粉末,1,1,1,0,注射用阿洛西林钠,zhusheyongaluoxilinna,,,,,,,,,,,,,,,
2380,2381,DR3018,盐酸阿米替林片,盐酸阿米替林片,0,DS180,1,10103,1,0,2014/6/3,8789,12,薄膜衣片,1,1,SI872,1,0,盐酸阿米替林片,yansuanamitilinpian,,,,,,,,,,,,,,
2381,2382,DR2680,阿莫西林颗粒,0,DS2258,5,501,2,0,2016/1/13,10:14,huangmei,8811,13,颗粒剂,1,1,SI676,1,0,阿莫西林颗粒,amoxilinkeli,,,,,,,,,,,,,
2382,2383,DR3347,阿莫西林胶囊,0,DS2258,1,102,2,0,2016/1/12,11:05,huangmei,4329,14,硬胶囊,1,1,SI676,1,0,阿莫西林胶囊,amoxilinjiaonang,,,,,,,,,,,,,
2383,2384,DR2741,注射用阿莫西林钠克拉维酸钾,0,DS1605,19,1910,2,0,2016/1/13,10:23,huangmei,5676,15,粉针剂,1,1,1,0,注射用阿莫西林钠克拉维酸钾,zhusheyongamoxilinnakelaweisuanjia,,,,,,,,,,,,,,
2384,2385,DR2103,阿莫西林克拉维酸钾(4:1)颗粒,安奇,0,DS181,5,501,2,0,2018/1/22,16:44,shinimin,34,18,颗粒剂,1,1,SI680,1,0,阿莫西林克拉维酸钾(4:1)颗粒,amoxilinkelaweisuanjia(4:1)keli,,,,,,,,,,,,
2385,2386,DR2542,注射用阿莫西林钠舒巴坦钠,舒油林,0,DS2260,19,1910,2,0,2016/1/25,9:26,huangmei,389,19,粉针剂,1,1,1,0,注射用阿莫西林钠舒巴坦钠,zhusheyongamoxilinnashubatanna,,,,,,,,,,,,,
2386,2387,DR714,阿奇霉素分散片,0,DS511,1,10106,2,0,2016/1/14,10:26,huangmei,6432,20,分散片,1,1,SI693,1,0,阿奇霉素分散片,aqimeisufensanpian,,,,,,,,,,,,,
2387,2388,DR3494,阿奇霉素片,0,DS511,1,10103,2,0,2016/1/25,9:17,huangmei,4323,21,薄膜衣片,1,1,SI693,1,0,阿奇霉素片,aqimeisupian,,,,,,,,,,,,,
2388,2389,DR3539,依地酸钙钠注射液,依地酸钙钠注射液,0,DS1957,19,1902,0,0,2014/8/11,15:21,gutingting,115975,注射液,1,1,SI981,1,0,依地酸钙钠注射液,yidisuangainazhusheye,,,,,,,,,,,,,
2389,2390,DR3560,盐酸异丙嗪片,盐酸异丙嗪片,0,DS2261,1,101,0,0,2014/8/12,9:20,gutingting,94618,片剂,1,1,SI945,1,0,盐酸异丙嗪片,yansuanyibingqinpian,,,,,,,,,,,,,
2390,2391,DR3566,硝西泮片,硝西泮片,0,DS1243,1,101,0,0,2014/8/12,10:29,gutingting,6281,片剂,1,1,SI869,1,0,硝西泮片,xiaoxipanpian,,,,,,,,,,,,,
2391,2392,DR3625,活血舒筋酊,活血舒筋酊,1,DS1245,3,311,0,0,2014/8/12,14:26,gutingting,75998,酊剂,1,1,SI8593,1,0,活血舒筋酊,huoxueshujinding,,,,,,,,,,,,,
2392,2393,DR3626,活血消痛酊,活血消痛酊,1,DS526,10,1007,0,0,2014/8/12,14:29,gutingting,114616,酊剂,1,1,SI8591,1,0,活血消痛酊,huoxuexiaotongding,,,,,,,,,,,,,
2393,2394,DR3628,活血镇痛胶囊,活血镇痛胶囊,1,DS2262,1,102,0,0,2014/8/12,14:35,gutingting,132851,硬胶囊,1,1,SI8537,1,0,活血镇痛胶囊,huoxuezhentongjiaonang,,,,,,,,,,,,,
2394,2395,DR3652,温经活血片,温经活血片,1,DS1246,1,101,0,0,2014/8/12,15:53,gutingting,105130,片剂,1,1,SI8577,1,0,温经活血片,wenjinghuoxuepian,,,,,,,,,,,,,
2395,2396,DR3667,补中益气片,补中益气片,1,DS527,1,101,0,0,2014/8/13,9:54,gulingling,116037,片剂,1,1,SI8517,1,0,补中益气片,buzhongyiqipian,,,,,,,,,,,,,
2396,2397,DR3693,盐酸特比萘芬乳膏,兰美抒,0,DS1958,8,802,0,0,2015/1/13,15:40,gulingling,374,乳膏剂,1,1,SI557,1,0,盐酸特比萘芬乳膏,yansuantebinaifenrugao,,,,,,,,,,,,,
2397,2398,DR3748,注射用盐酸曲马多,奇迈特,0,DS3708,19,1913,0,0,2014/8/14,14:35,gutingting,2980,冻干粉针,1,1,1,0,注射用盐酸曲马多,zhusheyongyansuanqumaduo,,,,,,,,,,,,,,
2398,2399,DR3820,盐酸美沙酮口服液,盐酸美沙酮口服液,0,DS3112,3,306,3,0,2014/8/19,13:14,gutingting,201,口服液,1,1,1,0,盐酸美沙酮口服液,yansuanmeishatongkoufuye,,,,,,,,,,,,,,
2399,2400,DR3815,盐酸美西律胶囊,盐酸美西律胶囊,0,DS3111,1,102,0,0,2014/8/19,13:05,gutingting,207,硬胶囊,1,1,SI483,1,0,盐酸美西律胶囊,yansuanmeixilu:jiaonang,,,,,,,,,,,,,
2400,2401,DR3821,盐酸美沙酮片,盐酸美沙酮片,0,DS3112,1,101,3,0,2014/8/19,13:17,gutingting,3080,片剂,1,1,SI888,1,0,盐酸美沙酮片,yansuanmeishatongpian,,,,,,,,,,,,,
2401,2402,DR3834,盐酸氯米帕明片,盐酸氯米帕明片,0,DS3119,1,101,0,0,2014/8/20,15:26,gutingting,137157,片剂,1,1,SI872,1,0,盐酸氯米帕明片,yansuanlu:mipamingpian,,,,,,,,,,,,,
2402,2403,DR3389,丙氨酰谷氨酰胺注射液,0,DS528,19,1902,0,0,2014/6/3,4554,87,注射液,1,1,SI476,1,0,丙氨酰谷氨酰胺注射液,binganxianguanxiananzhusheye,,,,,,,,,,,,,,,
2403,2404,DR3504,注射用氨曲南（溶媒结晶）,0,DS1247,19,1910,2,0,2014/6/3,5815,88,粉针剂,1,1,1,0,注射用氨曲南(溶媒结晶),zhusheyonganqunan(rongmeijiejing),,,,,,,,,,,,,,,,
2404,2405,DR615,巴曲酶注射液,东菱迪芙,0,DS1959,19,1902,0,0,2016/7/21,9:39,huangmei,40,91,注射液,1,1,SI458,1,0,巴曲酶注射液,baqumeizhusheye,,,,,,,,,,,,
2405,2406,DR3811,盐酸尼卡地平葡萄糖注射液,丹颐,0,DS3107,19,1902,0,0,2014/8/19,10:35,gutingting,3271,注射液,1,1,SI535,1,0,盐酸尼卡地平葡萄糖注射液,yansuannikadipingputaotangzhusheye,,,,,,,,,,,,,
2406,2407,DR3814,盐酸米多君片,管通,0,DS3109,1,101,0,0,2014/8/19,10:47,gutingting,97514,片剂,1,1,SI487,1,0,盐酸米多君片,yansuanmiduojunpian,,,,,,,,,,,,,
2407,2408,DR3824,盐酸吗啡片,盐酸吗啡片,0,DS23490,1,101,3,0,2018/1/30,16:08,zhengbingwei,5685,片剂,1,1,SI825,1,0,盐酸吗啡片,yansuanmafeipian,,,,,,,,,,,,,
2408,2409,DR3879,盐酸精氨酸片,盐酸精氨酸片,0,DS500,1,101,0,0,2014/8/22,9:47,gutingting,80563,片剂,1,1,SI476,1,0,盐酸精氨酸片,yansuanjingansuanpian,,,,,,,,,,,,,
2409,2410,DR3920,解表清金散,解表清金散,1,DS3174,6,601,0,0,2014/8/25,9:53,gutingting,135509,散剂,1,1,SI8489,1,0,解表清金散,jiebiaoqingjinsan,,,,,,,,,,,,,
2410,2411,DR3980,肌苷口服溶液,肌苷口服溶液,0,DS507,3,301,0,0,2014/8/26,15:57,yangruier,104275,口服溶液剂,1,1,SI384,1,0,肌苷口服溶液,jigankoufurongye,,,,,,,,,,,,,
2411,2412,DR3983,去羟肌苷肠溶胶囊,天方正元,0,DS3234,1,104,0,0,2014/8/26,17:00,yangruier,757,肠溶胶囊,1,1,SI721,1,0,去羟肌苷肠溶胶囊,quqiangjiganchangrongjiaonang,,,,,,,,,,,,,
2412,2413,DR3985,去羟肌苷颗粒,哈特,0,DS3234,5,501,0,0,2014/8/26,17:27,yangruier,107258,颗粒剂,1,1,SI721,1,0,去羟肌苷颗粒,quqiangjigankeli,,,,,,,,,,,,,
2413,2414,DR71312,注射用盐酸多西环素,注射用盐酸多西环素,0,DS23545,19,1901,2,0,2018/3/21,17:27,zhengbingwei,79603,注射剂,1,1,1,0,注射用盐酸多西环素,zhusheyongyansuanduoxihuansu,,,,,,,,,,,,,,
2414,2415,DR71314,盐酸多奈哌齐胶囊,赛灵斯,0,DS2705,1,102,0,0,2014/8/29,11:17,gutingting,2691,硬胶囊,1,1,SI882,1,0,盐酸多奈哌齐胶囊,yansuanduonaipaiqijiaonang,,,,,,,,,,,,,
2415,2416,DR71377,心脑舒通胶囊,1,DS3326,1,102,0,1,2014/9/2,13:55,beile,5266,硬胶囊,1,1,SI8544,1,0,心脑舒通胶囊,xinnaoshutongjiaonang,,,,,,,,,,,,,,
2416,2417,DR71406,口炎胶囊,口炎胶囊,1,DS3339,1,102,0,0,2014/9/3,10:09,gutingting,86542,硬胶囊,1,1,SI8497,1,0,口炎胶囊,kouyanjiaonang,,,,,,,,,,,,,
2417,2418,DR71427,济生肾气丸,济生肾气丸,1,DS3357,4,405,0,0,2014/9/3,13:08,yangruier,75861,蜜丸,1,1,SI8524,1,0,济生肾气丸,jishengshenqiwan,,,,,,,,,,,,,
2418,2419,DR998,丙泊酚注射液,0,DS1625,19,1902,3,0,2014/6/3,1003,149,注射液,1,1,SI821,1,0,丙泊酚注射液,bingbofenzhusheye,,,,,,,,,,,,,,,
2419,2420,DR1502,丙硫氧嘧啶片,0,DS2293,1,101,0,0,2014/6/3,3247,150,片剂,1,1,SI668,1,0,丙硫氧嘧啶片,bingliuyangmidingpian,,,,,,,,,,,,,,,
2420,2421,DR3124,盐酸布桂嗪注射液,0,DS212,19,1902,0,0,2014/6/3,760,152,注射液,1,1,SI830,1,0,盐酸布桂嗪注射液,yansuanbuguiqinzhusheye,,,,,,,,,,,,,,,
2421,2422,DR1661,盐酸布桂嗪片,0,DS212,1,101,0,0,2014/6/3,5698,153,片剂,1,1,SI830,1,0,盐酸布桂嗪片,yansuanbuguiqinpian,,,,,,,,,,,,,,,
2422,2423,DR2959,布洛芬混悬液,0,DS1581,3,302,0,0,2016/2/1,11:42,huangmei,865,154,口服混悬剂,1,1,SI792,1,0,布洛芬混悬液,buluofenhunxuanye,,,,,,,,,,,,,
2423,2424,DR3362,盐酸地芬尼多片,0,DS1626,1,10104,0,0,2014/11/18,10:08,yangruier,973,157,片剂,1,1,SI889,1,1,0,盐酸地芬尼多片,yansuandifenniduopian,,,,,,,,,,,,
2424,2425,DR3424,地高辛片,0,DS2294,1,101,0,1,2015/1/14,14:37,gulingling,6003,158,片剂,1,1,SI480,1,0,地高辛片,digaoxinpian,,,,,,,,,,,,,
2425,2426,DR394,茶苯海明片,0,DS213,1,101,0,0,2016/2/2,16:09,huangmei,1643,159,片剂,1,1,SI942,1,0,茶苯海明片,chabenhaimingpian,,,,,,,,,,,,,
2426,2427,DR2141,刺五加片,1,DS1995,1,10105,0,0,2017/3/28,9:46,liuyan,178570,161,浸膏片,1,1,SI8517,2017/3/28,9:46,1,0,刺五加片,ciwujiapian,,,,,,,,,,,
2427,2428,DR3155,达那唑胶囊,0,DS738,1,102,0,0,2015/1/14,13:00,gulingling,1370,162,硬胶囊,1,1,SI648,1,0,达那唑胶囊,daneizuojiaonang,,,,,,,,,,,,,
2428,2429,DR2813,胆舒胶囊,1,DS1996,1,102,0,0,2014/6/3,8189,165,硬胶囊,1,1,SI8569,1,0,胆舒胶囊,danshujiaonang,,,,,,,,,,,,,,,
2429,2430,DR1105,盐酸氮芥注射液,0,DS1997,19,1902,0,0,2014/6/3,5709,166,注射液,1,1,SI755,1,0,盐酸氮芥注射液,yansuandanjiezhusheye,,,,,,,,,,,,,,,
2430,2431,DR1141,甲磺酸倍他司汀片,0,DS2296,1,101,0,0,2014/6/3,443,167,片剂,1,1,SI889,1,0,甲磺酸倍他司汀片,jiahuangsuanbeitasitingpian,,,,,,,,,,,,,,,
2431,2432,DR2742,盐酸二甲双胍片,格华止,0,DS1193,1,101,0,1,2016/3/9,14:53,gutingting,4403,168,片剂,1,1,SI412,1,0,盐酸二甲双胍片,yansuanerjiashuangguapian,,,,,,,,,,,,
2432,2433,DR3378,肝素钠注射液,0,DS2297,19,1902,0,0,2014/6/3,4099,169,注射液,1,1,SI448,1,0,肝素钠注射液,gansunazhusheye,,,,,,,,,,,,,,,
2433,2434,DR1223,多酶片,0,DS556,1,101,0,0,2014/6/3,4686,174,片剂,1,1,SI404,1,0,多酶片,duomeipian,,,,,,,,,,,,,,,
2434,2435,DR2275,二羟丙茶碱片,0,DS1548,1,101,0,0,2014/6/3,3299,175,片剂,1,1,SI932,1,0,二羟丙茶碱片,erqiangbingchajianpian,,,,,,,,,,,,,,,
2435,2436,DR2619,法莫替丁片,0,DS1194,1,101,0,0,2014/6/3,5312,176,片剂,1,1,SI363,1,0,法莫替丁片,famotidingpian,,,,,,,,,,,,,,,
2436,2437,DR1924,呋塞米注射液,0,DS2298,19,1902,0,0,2015/1/27,10:17,gulingling,6812,177,注射液,1,1,SI512,1,0,呋塞米注射液,fusaimizhusheye,,,,,,,,,,,,,
2437,2438,DR569,氟哌啶醇注射液,0,DS132,19,1902,1,0,2014/6/3,7957,178,注射液,1,1,SI855,1,0,氟哌啶醇注射液,fupaidingchunzhusheye,,,,,,,,,,,,,,,
2438,2439,DR928,复方对乙酰氨基酚片,0,DS214,1,101,0,0,2014/6/3,4656,179,片剂,1,1,SI833,1,0,复方对乙酰氨基酚片,fufangduiyixiananjifenpian,,,,,,,,,,,,,,,
2439,2440,DR3043,复合维生素B片,0,DS739,1,101,0,0,2014/6/3,3359,183,片剂,1,1,SI427,1,0,复合维生素b片,fuheweishengsubpian,,,,,,,,,,,,,,,
2440,2441,DR2389,复方莪术油栓,0,DS1998,22,2207,0,0,2015/1/28,15:24,gutingting,81,184,栓剂,1,1,SI617,1,0,复方莪术油栓,fufangeshuyoushuan,,,,,,,,,,,,,
2441,2442,DR1381,厄贝沙坦氢氯噻嗪片,0,DS1999,1,101,0,1,2015/6/24,10:12,gulingling,6063,185,片剂,1,1,SI546,1,1,0,厄贝沙坦氢氯噻嗪片,ebeishatanqinglu:saiqinpian,,,,,,,,,,,,
2442,2443,DR726,非那雄胺片,0,DS216,1,101,0,0,2016/7/28,15:17,huangmei,9177,186,片剂,1,1,SI656,1,1,0,非那雄胺片,feineixionganpian,,,,,,,,,,,,
2443,2444,DR1333,氟康唑片,0,DS2000,1,101,2,0,2014/6/3,2611,187,片剂,1,1,SI708,1,0,氟康唑片,fukangzuopian,,,,,,,,,,,,,,,
2444,2445,DR3452,复方氯化钠注射液,0,DS2676,19,1902,0,0,2014/6/3,5610,190,注射液,1,1,SI469,1,0,复方氯化钠注射液,fufanglu:huanazhusheye,,,,,,,,,,,,,,,
2445,2446,DR1395,盐酸多西环素片,0,DS23545,1,101,2,0,2018/2/28,18:02,shinimin,5694,191,片剂,1,1,1,0,盐酸多西环素片,yansuanduoxihuansupian,,,,,,,,,,,,,,
2446,2447,DR764,盐酸氟桂利嗪胶囊,0,DS1815,1,102,0,1,2015/1/14,15:25,gulingling,3938,195,硬胶囊,1,1,SI889,1,0,盐酸氟桂利嗪胶囊,yansuanfuguiliqinjiaonang,,,,,,,,,,,,,
2447,2448,DR705,格列吡嗪片,优哒灵,0,DS440,1,101,0,1,2014/7/17,11:00,yangruier,1409,196,片剂,1,1,SI413,1,0,格列吡嗪片,geliebiqinpian,,,,,,,,,,,,
2448,2449,DR1750,辅酶Q10胶囊,0,DS740,1,102,0,0,2014/6/3,6395,198,硬胶囊,1,1,SI1001,1,0,辅酶q10胶囊,fumeiq10jiaonang,,,,,,,,,,,,,,,
2449,2450,DR3299,地西泮注射液,0,DS557,19,1902,1,0,2014/6/3,6076,200,注射液,1,1,SI863,1,0,地西泮注射液,dixipanzhusheye,,,,,,,,,,,,,,,
2450,2451,DR747,注射用伏立康唑,0,DS1273,19,1913,2,0,2017/1/25,14:01,gusuli,7743,203,冻干粉针,1,1,1,0,注射用伏立康唑,zhusheyongfulikangzuo,,,,,,,,,,,,,,
2451,2452,DR2278,腹膜透析液(乳酸盐-G1.5%),0,DS1274,19,1916,0,0,2014/9/10,16:13,yangruier,5859,204,透析液,1,1,1,0,腹膜透析液(乳酸盐-g1.5%),fumotouxiye(rusuanyan-g1.5%),,,,,,,,,,,,,,
2452,2453,DR2804,格列吡嗪控释片,格列吡嗪控释片,0,DS440,2,203,0,1,2014/7/17,11:11,yangruier,8074,207,控释片,1,1,SI413,1,0,格列吡嗪控释片,geliebiqinkongshipian,,,,,,,,,,,,
2453,2454,DR1098,氟伐他汀钠胶囊,0,DS742,1,102,0,1,2014/6/3,126,209,硬胶囊,1,1,SI549,1,0,氟伐他汀钠胶囊,fufatatingnajiaonang,,,,,,,,,,,,,,,
2454,2455,DR1533,氟康唑注射液,0,DS2000,19,1902,2,0,2014/7/18,14:40,fengzhenzhen,8761,212,注射液,1,1,SI708,1,0,氟康唑注射液,fukangzuozhusheye,,,,,,,,,,,,,
2455,2456,DR2602,黄葵胶囊,1,DS2678,1,102,0,0,2015/1/15,14:53,gulingling,8431,214,硬胶囊,1,1,SI8563,1,0,黄葵胶囊,huangkuijiaonang,,,,,,,,,,,,,
2456,2457,DR84391,小儿氨酚匹林咖啡因片,0,DS20571,1,101,0,0,2015/7/9,14:16,gutingting,143240,片剂,1,1,SI833,1,0,小儿氨酚匹林咖啡因片,xiaoeranfenpilinkafeiyinpian,,,,,,,,,,,,,,
2457,2458,DR84394,小儿氨酚伪麻分散片,0,DS20570,1,10106,0,0,2015/3/16,9:55,gutingting,832,分散片,1,1,1,0,小儿氨酚伪麻分散片,xiaoeranfenweimafensanpian,,,,,,,,,,,,,,,
2458,2459,DR84397,小儿贝诺酯散,0,DS20562,6,601,0,0,2015/7/9,14:25,gutingting,170683,颗粒剂,1,1,1,0,小儿贝诺酯散,xiaoerbeinuozhisan,,,,,,,,,,,,,,,
2459,2460,DR84399,小儿贝诺酯维B1颗粒,0,DS20560,5,501,0,0,2015/7/9,14:32,gutingting,218955,颗粒剂,1,1,SI831,1,0,小儿贝诺酯维b1颗粒,xiaoerbeinuozhiweib1keli,,,,,,,,,,,,,,
2460,2461,DR84401,小儿大黄碳酸氢钠片,小儿大黄碳酸氢钠片,0,DS20557,1,101,0,0,2014/10/31,9:52,gutingting,167846,片剂,1,1,SI362,1,0,小儿大黄碳酸氢钠片,xiaoerdahuangtansuanqingnapian,,,,,,,,,,,,,
2461,2462,DR84403,小儿对乙酰氨基酚灌肠液,0,DS20555,30,3001,0,0,2015/7/9,15:05,gutingting,233623,灌肠剂,1,1,SI833,1,0,小儿对乙酰氨基酚灌肠液,xiaoerduiyixiananjifenguanchangye,,,,,,,,,,,,,,
2462,2463,DR84405,小儿对乙酰氨基酚异丙嗪片,0,DS20554,1,101,0,0,2017/12/11,11:16,gusuli,271285,片剂,1,1,SI833,1,0,小儿对乙酰氨基酚异丙嗪片,xiaoerduiyixiananjifenyibingqinpian,,,,,,,,,,,,,,
2463,2464,DR1832,宫血宁胶囊,宫血宁胶囊,1,DS2589,1,102,0,0,2014/7/1,15:43,gulingling,10108,硬胶囊,1,1,SI8579,1,0,宫血宁胶囊,gongxueningjiaonang,,,,,,,,,,,,,
